district,school,students,grades,year,students_required_to_test_ela,students_tested_ela,pct_students_tested_ela,students_below_expectations_ela,students_at_above_expectations_ela,pct_below_expectations_ela,pct_at_above_expectations_ela
RSU 42/MSAD 42,All Schools,All Students,5,2022,32,30,93.80%,7,23,23.30%,76.70%
RSU 42/MSAD 42,All Schools,All Students,5,2023,19,17,89.50%,8,9,47.10%,52.90%
RSU 42/MSAD 42,All Schools,All Students,5,2024,22,22,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,All Schools,All Students,5,2025,16,16,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,All Schools,All Students,6,2021,29,25,86.20%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,All Schools,All Students,6,2022,25,25,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,All Schools,All Students,6,2023,30,28,93.30%,12,16,42.90%,57.10%
RSU 42/MSAD 42,All Schools,All Students,6,2024,17,17,100.00%,5,12,29.40%,70.60%
RSU 42/MSAD 42,All Schools,All Students,6,2025,22,22,100.00%,7,15,31.80%,68.20%
RSU 42/MSAD 42,All Schools,All Students,7,2021,21,18,85.70%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,All Schools,All Students,7,2022,26,26,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,All Schools,All Students,7,2023,28,28,100.00%,11,17,39.30%,60.70%
RSU 42/MSAD 42,All Schools,All Students,7,2024,33,33,100.00%,7,26,21.20%,78.80%
RSU 42/MSAD 42,All Schools,All Students,7,2025,18,18,100.00%,7,11,38.90%,61.10%
RSU 42/MSAD 42,All Schools,All Students,8,2021,35,30,85.70%,7,23,23.30%,76.70%
RSU 42/MSAD 42,All Schools,All Students,8,2022,22,22,100.00%,5,17,22.70%,77.30%
RSU 42/MSAD 42,All Schools,All Students,8,2023,28,28,100.00%,5,23,17.90%,82.10%
RSU 42/MSAD 42,All Schools,All Students,8,2024,24,24,100.00%,13,11,54.20%,45.80%
RSU 42/MSAD 42,All Schools,All Students,8,2025,34,34,100.00%,18,16,52.90%,47.10%
RSU 42/MSAD 42,All Schools,All Students,High School,2021,24,24,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,All Schools,All Students,High School,2022,30,30,100.00%,6,24,20.00%,80.00%
RSU 42/MSAD 42,All Schools,All Students,High School,2023,31,31,100.00%,17,14,54.80%,45.20%
RSU 42/MSAD 42,All Schools,All Students,High School,2024,18,18,100.00%,7,11,38.90%,61.10%
RSU 42/MSAD 42,All Schools,All Students,High School,2025,28,28,100.00%,7,21,25.00%,75.00%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,All Grades,2021,80,72,90.00%,13,59,18.10%,81.90%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,All Grades,2022,78,78,100.00%,14,64,17.90%,82.10%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,All Grades,2023,87,87,100.00%,33,54,37.90%,62.10%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,All Grades,2024,75,75,100.00%,27,48,36.00%,64.00%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,All Grades,2025,80,80,100.00%,32,48,40.00%,60.00%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,7,2021,21,18,85.70%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,7,2022,26,26,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,7,2023,28,28,100.00%,11,17,39.30%,60.70%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,7,2024,33,33,100.00%,7,26,21.20%,78.80%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,7,2025,18,18,100.00%,7,11,38.90%,61.10%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,8,2021,35,30,85.70%,7,23,23.30%,76.70%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,8,2022,22,22,100.00%,5,17,22.70%,77.30%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,8,2023,28,28,100.00%,5,23,17.90%,82.10%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,8,2024,24,24,100.00%,13,11,54.20%,45.80%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,8,2025,34,34,100.00%,18,16,52.90%,47.10%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,High School,2021,24,24,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,High School,2022,30,30,100.00%,6,24,20.00%,80.00%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,High School,2023,31,31,100.00%,17,14,54.80%,45.20%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,High School,2024,18,18,100.00%,7,11,38.90%,61.10%
RSU 42/MSAD 42,Central Aroostook Jr-Sr H S,All Students,High School,2025,28,28,100.00%,7,21,25.00%,75.00%
RSU 42/MSAD 42,Fort Street School,All Students,All Grades,2021,103,93,90.30%,14,79,15.10%,84.90%
RSU 42/MSAD 42,Fort Street School,All Students,All Grades,2022,97,93,95.90%,18,75,19.40%,80.60%
RSU 42/MSAD 42,Fort Street School,All Students,All Grades,2023,87,82,94.30%,37,45,45.10%,54.90%
RSU 42/MSAD 42,Fort Street School,All Students,All Grades,2024,80,80,100.00%,25,55,31.30%,68.80%
RSU 42/MSAD 42,Fort Street School,All Students,All Grades,2025,88,88,100.00%,29,59,33.00%,67.00%
RSU 42/MSAD 42,Fort Street School,All Students,3,2021,16,15,93.80%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Fort Street School,All Students,3,2022,21,21,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Fort Street School,All Students,3,2023,15,14,93.30%,9,5,64.30%,35.70%
RSU 42/MSAD 42,Fort Street School,All Students,3,2024,23,23,100.00%,10,13,43.50%,56.50%
RSU 42/MSAD 42,Fort Street School,All Students,3,2025,26,26,100.00%,8,18,30.80%,69.20%
RSU 42/MSAD 42,Fort Street School,All Students,4,2021,33,29,87.90%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Fort Street School,All Students,4,2022,19,17,89.50%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Fort Street School,All Students,4,2023,23,23,100.00%,8,15,34.80%,65.20%
RSU 42/MSAD 42,Fort Street School,All Students,4,2024,18,18,100.00%,7,11,38.90%,61.10%
RSU 42/MSAD 42,Fort Street School,All Students,4,2025,24,24,100.00%,10,14,41.70%,58.30%
RSU 42/MSAD 42,Fort Street School,All Students,5,2021,25,24,96.00%,5,19,20.80%,79.20%
RSU 42/MSAD 42,Fort Street School,All Students,5,2022,32,30,93.80%,7,23,23.30%,76.70%
RSU 42/MSAD 42,Fort Street School,All Students,5,2023,19,17,89.50%,8,9,47.10%,52.90%
RSU 42/MSAD 42,Fort Street School,All Students,5,2024,22,22,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Fort Street School,All Students,5,2025,16,16,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Fort Street School,All Students,6,2021,29,25,86.20%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Fort Street School,All Students,6,2022,25,25,100.00%,-1,-1,-1.00%,-1.00%
RSU 42/MSAD 42,Fort Street School,All Students,6,2023,30,28,93.30%,12,16,42.90%,57.10%
RSU 42/MSAD 42,Fort Street School,All Students,6,2024,17,17,100.00%,5,12,29.40%,70.60%
RSU 42/MSAD 42,Fort Street School,All Students,6,2025,22,22,100.00%,7,15,31.80%,68.20%
RSU 44/MSAD 44,All Schools,All Students,All Grades,2021,302,288,95.40%,28,260,9.70%,90.30%
RSU 44/MSAD 44,All Schools,All Students,All Grades,2022,306,294,96.10%,33,261,11.20%,88.80%
RSU 44/MSAD 44,All Schools,All Students,All Grades,2023,323,317,98.10%,90,227,28.40%,71.60%
RSU 44/MSAD 44,All Schools,All Students,All Grades,2024,296,292,98.60%,89,203,30.50%,69.50%
RSU 44/MSAD 44,All Schools,All Students,All Grades,2025,293,291,99.30%,92,199,31.60%,68.40%
RSU 44/MSAD 44,All Schools,All Students,3,2021,52,52,100.00%,7,45,13.50%,86.50%
RSU 44/MSAD 44,All Schools,All Students,3,2022,44,44,100.00%,5,39,11.40%,88.60%
RSU 44/MSAD 44,All Schools,All Students,3,2023,61,61,100.00%,21,40,34.40%,65.60%
RSU 44/MSAD 44,All Schools,All Students,3,2024,46,46,100.00%,12,34,26.10%,73.90%
RSU 44/MSAD 44,All Schools,All Students,3,2025,50,50,100.00%,17,33,34.00%,66.00%
RSU 44/MSAD 44,All Schools,All Students,4,2021,56,52,92.90%,5,47,9.60%,90.40%
RSU 44/MSAD 44,All Schools,All Students,4,2022,54,54,100.00%,6,48,11.10%,88.90%
RSU 44/MSAD 44,All Schools,All Students,4,2023,48,48,100.00%,14,34,29.20%,70.80%
RSU 44/MSAD 44,All Schools,All Students,4,2024,62,61,98.40%,20,41,32.80%,67.20%
RSU 44/MSAD 44,All Schools,All Students,4,2025,51,51,100.00%,18,33,35.30%,64.70%
RSU 44/MSAD 44,All Schools,All Students,5,2021,52,52,100.00%,10,42,19.20%,80.80%
RSU 44/MSAD 44,All Schools,All Students,5,2022,57,56,98.20%,9,47,16.10%,83.90%
RSU 44/MSAD 44,All Schools,All Students,5,2023,62,62,100.00%,9,53,14.50%,85.50%
RSU 44/MSAD 44,All Schools,All Students,5,2024,47,47,100.00%,9,38,19.10%,80.90%
RSU 44/MSAD 44,All Schools,All Students,5,2025,64,64,100.00%,15,49,23.40%,76.60%
RSU 44/MSAD 44,All Schools,All Students,6,2021,57,53,93.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,All Schools,All Students,6,2022,62,60,96.80%,12,48,20.00%,80.00%
RSU 44/MSAD 44,All Schools,All Students,6,2023,59,57,96.60%,23,34,40.40%,59.60%
RSU 44/MSAD 44,All Schools,All Students,6,2024,54,54,100.00%,12,42,22.20%,77.80%
RSU 44/MSAD 44,All Schools,All Students,6,2025,51,51,100.00%,11,40,21.60%,78.40%
RSU 44/MSAD 44,All Schools,All Students,7,2021,48,46,95.80%,6,40,13.00%,87.00%
RSU 44/MSAD 44,All Schools,All Students,7,2022,58,58,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,All Schools,All Students,7,2023,65,62,95.40%,27,35,43.50%,56.50%
RSU 44/MSAD 44,All Schools,All Students,7,2024,55,55,100.00%,17,38,30.90%,69.10%
RSU 44/MSAD 44,All Schools,All Students,7,2025,49,49,100.00%,15,34,30.60%,69.40%
RSU 44/MSAD 44,All Schools,All Students,8,2021,56,54,96.40%,5,49,9.30%,90.70%
RSU 44/MSAD 44,All Schools,All Students,8,2022,41,38,92.70%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,All Schools,All Students,8,2023,44,42,95.50%,13,29,31.00%,69.00%
RSU 44/MSAD 44,All Schools,All Students,8,2024,51,50,98.00%,29,21,58.00%,42.00%
RSU 44/MSAD 44,All Schools,All Students,8,2025,55,55,100.00%,25,30,45.50%,54.50%
RSU 44/MSAD 44,All Schools,All Students,High School,2021,40,35,87.50%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,All Schools,All Students,High School,2022,46,38,82.60%,5,33,13.20%,86.80%
RSU 44/MSAD 44,All Schools,All Students,High School,2023,51,49,96.10%,6,43,12.20%,87.80%
RSU 44/MSAD 44,All Schools,All Students,High School,2024,39,36,92.30%,15,21,41.70%,58.30%
RSU 44/MSAD 44,All Schools,All Students,High School,2025,43,41,95.30%,16,25,39.00%,61.00%
RSU 44/MSAD 44,Crescent Park School,All Students,All Grades,2021,116,114,98.30%,17,97,14.90%,85.10%
RSU 44/MSAD 44,Crescent Park School,All Students,All Grades,2022,114,113,99.10%,17,96,15.00%,85.00%
RSU 44/MSAD 44,Crescent Park School,All Students,All Grades,2023,138,138,100.00%,37,101,26.80%,73.20%
RSU 44/MSAD 44,Crescent Park School,All Students,All Grades,2024,126,126,100.00%,35,91,27.80%,72.20%
RSU 44/MSAD 44,Crescent Park School,All Students,All Grades,2025,135,135,100.00%,42,93,31.10%,68.90%
RSU 44/MSAD 44,Crescent Park School,All Students,3,2021,37,37,100.00%,6,31,16.20%,83.80%
RSU 44/MSAD 44,Crescent Park School,All Students,3,2022,34,34,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Crescent Park School,All Students,3,2023,54,54,100.00%,19,35,35.20%,64.80%
RSU 44/MSAD 44,Crescent Park School,All Students,3,2024,34,34,100.00%,8,26,23.50%,76.50%
RSU 44/MSAD 44,Crescent Park School,All Students,3,2025,43,43,100.00%,15,28,34.90%,65.10%
RSU 44/MSAD 44,Crescent Park School,All Students,4,2021,42,39,92.90%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Crescent Park School,All Students,4,2022,37,37,100.00%,6,31,16.20%,83.80%
RSU 44/MSAD 44,Crescent Park School,All Students,4,2023,37,37,100.00%,12,25,32.40%,67.60%
RSU 44/MSAD 44,Crescent Park School,All Students,4,2024,54,54,100.00%,19,35,35.20%,64.80%
RSU 44/MSAD 44,Crescent Park School,All Students,4,2025,36,36,100.00%,15,21,41.70%,58.30%
RSU 44/MSAD 44,Crescent Park School,All Students,5,2021,38,38,100.00%,8,30,21.10%,78.90%
RSU 44/MSAD 44,Crescent Park School,All Students,5,2022,43,42,97.70%,8,34,19.00%,81.00%
RSU 44/MSAD 44,Crescent Park School,All Students,5,2023,47,47,100.00%,6,41,12.80%,87.20%
RSU 44/MSAD 44,Crescent Park School,All Students,5,2024,38,38,100.00%,8,30,21.10%,78.90%
RSU 44/MSAD 44,Crescent Park School,All Students,5,2025,56,56,100.00%,12,44,21.40%,78.60%
RSU 44/MSAD 44,Telstar High School,All Students,All Grades,2021,40,35,87.50%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Telstar High School,All Students,All Grades,2022,46,38,82.60%,5,33,13.20%,86.80%
RSU 44/MSAD 44,Telstar High School,All Students,All Grades,2023,51,49,96.10%,6,43,12.20%,87.80%
RSU 44/MSAD 44,Telstar High School,All Students,All Grades,2024,39,36,92.30%,15,21,41.70%,58.30%
RSU 44/MSAD 44,Telstar High School,All Students,All Grades,2025,43,41,95.30%,16,25,39.00%,61.00%
RSU 44/MSAD 44,Telstar High School,All Students,High School,2021,40,35,87.50%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Telstar High School,All Students,High School,2022,46,38,82.60%,5,33,13.20%,86.80%
RSU 44/MSAD 44,Telstar High School,All Students,High School,2023,51,49,96.10%,6,43,12.20%,87.80%
RSU 44/MSAD 44,Telstar High School,All Students,High School,2024,39,36,92.30%,15,21,41.70%,58.30%
RSU 44/MSAD 44,Telstar High School,All Students,High School,2025,43,41,95.30%,16,25,39.00%,61.00%
RSU 44/MSAD 44,Telstar Middle School,All Students,All Grades,2021,160,153,95.60%,14,139,9.20%,90.80%
RSU 44/MSAD 44,Telstar Middle School,All Students,All Grades,2022,161,156,96.90%,20,136,12.80%,87.20%
RSU 44/MSAD 44,Telstar Middle School,All Students,All Grades,2023,168,161,95.80%,63,98,39.10%,60.90%
RSU 44/MSAD 44,Telstar Middle School,All Students,All Grades,2024,160,159,99.40%,58,101,36.50%,63.50%
RSU 44/MSAD 44,Telstar Middle School,All Students,All Grades,2025,155,155,100.00%,51,104,32.90%,67.10%
RSU 44/MSAD 44,Telstar Middle School,All Students,6,2021,57,53,93.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Telstar Middle School,All Students,6,2022,62,60,96.80%,12,48,20.00%,80.00%
RSU 44/MSAD 44,Telstar Middle School,All Students,6,2023,59,57,96.60%,23,34,40.40%,59.60%
RSU 44/MSAD 44,Telstar Middle School,All Students,6,2024,54,54,100.00%,12,42,22.20%,77.80%
RSU 44/MSAD 44,Telstar Middle School,All Students,6,2025,51,51,100.00%,11,40,21.60%,78.40%
RSU 44/MSAD 44,Telstar Middle School,All Students,7,2021,48,46,95.80%,6,40,13.00%,87.00%
RSU 44/MSAD 44,Telstar Middle School,All Students,7,2022,58,58,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Telstar Middle School,All Students,7,2023,65,62,95.40%,27,35,43.50%,56.50%
RSU 44/MSAD 44,Telstar Middle School,All Students,7,2024,55,55,100.00%,17,38,30.90%,69.10%
RSU 44/MSAD 44,Telstar Middle School,All Students,7,2025,49,49,100.00%,15,34,30.60%,69.40%
RSU 44/MSAD 44,Telstar Middle School,All Students,8,2021,56,54,96.40%,5,49,9.30%,90.70%
RSU 44/MSAD 44,Telstar Middle School,All Students,8,2022,41,38,92.70%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Telstar Middle School,All Students,8,2023,44,42,95.50%,13,29,31.00%,69.00%
RSU 44/MSAD 44,Telstar Middle School,All Students,8,2024,51,50,98.00%,29,21,58.00%,42.00%
RSU 44/MSAD 44,Telstar Middle School,All Students,8,2025,55,55,100.00%,25,30,45.50%,54.50%
RSU 44/MSAD 44,Woodstock School,All Students,All Grades,2021,43,42,97.70%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,All Grades,2022,41,41,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,All Grades,2023,33,33,100.00%,7,26,21.20%,78.80%
RSU 44/MSAD 44,Woodstock School,All Students,All Grades,2024,29,28,96.60%,6,22,21.40%,78.60%
RSU 44/MSAD 44,Woodstock School,All Students,All Grades,2025,30,30,100.00%,8,22,26.70%,73.30%
RSU 44/MSAD 44,Woodstock School,All Students,3,2021,15,15,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,3,2022,10,10,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,3,2023,7,7,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,3,2024,12,12,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,3,2025,7,7,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,4,2021,14,13,92.90%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,4,2022,17,17,100.00%,0,17,0.00%,100.00%
RSU 44/MSAD 44,Woodstock School,All Students,4,2023,11,11,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,4,2024,8,7,87.50%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,4,2025,15,15,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,5,2021,14,14,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,5,2022,14,14,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,5,2023,15,15,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,5,2024,9,9,100.00%,-1,-1,-1.00%,-1.00%
RSU 44/MSAD 44,Woodstock School,All Students,5,2025,8,8,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,All Schools,All Students,All Grades,2021,158,150,94.90%,26,124,17.30%,82.70%
RSU 45/MSAD 45,All Schools,All Students,All Grades,2022,149,141,94.60%,43,98,30.50%,69.50%
RSU 45/MSAD 45,All Schools,All Students,All Grades,2023,140,138,98.60%,67,71,48.60%,51.40%
RSU 45/MSAD 45,All Schools,All Students,All Grades,2024,144,138,95.80%,53,85,38.40%,61.60%
RSU 45/MSAD 45,All Schools,All Students,All Grades,2025,143,139,97.20%,51,88,36.70%,63.30%
RSU 45/MSAD 45,All Schools,All Students,3,2021,17,17,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,All Schools,All Students,3,2022,18,17,94.40%,10,7,58.80%,41.20%
RSU 45/MSAD 45,All Schools,All Students,3,2023,16,16,100.00%,10,6,62.50%,37.50%
RSU 45/MSAD 45,All Schools,All Students,3,2024,29,29,100.00%,10,19,34.50%,65.50%
RSU 45/MSAD 45,All Schools,All Students,3,2025,18,18,100.00%,7,11,38.90%,61.10%
RSU 45/MSAD 45,All Schools,All Students,4,2021,13,13,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,All Schools,All Students,4,2022,17,17,100.00%,5,12,29.40%,70.60%
RSU 45/MSAD 45,All Schools,All Students,4,2023,16,15,93.80%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,All Schools,All Students,4,2024,17,17,100.00%,5,12,29.40%,70.60%
RSU 45/MSAD 45,All Schools,All Students,4,2025,30,30,100.00%,8,22,26.70%,73.30%
RSU 45/MSAD 45,All Schools,All Students,5,2021,25,25,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,All Schools,All Students,5,2022,15,15,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,All Schools,All Students,5,2023,15,15,100.00%,6,9,40.00%,60.00%
RSU 45/MSAD 45,All Schools,All Students,5,2024,15,15,100.00%,7,8,46.70%,53.30%
RSU 45/MSAD 45,All Schools,All Students,5,2025,20,20,100.00%,8,12,40.00%,60.00%
RSU 45/MSAD 45,All Schools,All Students,6,2021,24,22,91.70%,5,17,22.70%,77.30%
RSU 45/MSAD 45,All Schools,All Students,6,2022,25,25,100.00%,5,20,20.00%,80.00%
RSU 45/MSAD 45,All Schools,All Students,6,2023,18,17,94.40%,5,12,29.40%,70.60%
RSU 45/MSAD 45,All Schools,All Students,6,2024,14,14,100.00%,7,7,50.00%,50.00%
RSU 45/MSAD 45,All Schools,All Students,6,2025,14,14,100.00%,6,8,42.90%,57.10%
RSU 45/MSAD 45,All Schools,All Students,7,2021,21,21,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,All Schools,All Students,7,2022,22,22,100.00%,5,17,22.70%,77.30%
RSU 45/MSAD 45,All Schools,All Students,7,2023,24,24,100.00%,15,9,62.50%,37.50%
RSU 45/MSAD 45,All Schools,All Students,7,2024,19,18,94.70%,9,9,50.00%,50.00%
RSU 45/MSAD 45,All Schools,All Students,7,2025,14,14,100.00%,5,9,35.70%,64.30%
RSU 45/MSAD 45,All Schools,All Students,8,2021,20,19,95.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,All Schools,All Students,8,2022,22,20,90.90%,9,11,45.00%,55.00%
RSU 45/MSAD 45,All Schools,All Students,8,2023,21,21,100.00%,8,13,38.10%,61.90%
RSU 45/MSAD 45,All Schools,All Students,8,2024,22,22,100.00%,9,13,40.90%,59.10%
RSU 45/MSAD 45,All Schools,All Students,8,2025,18,18,100.00%,7,11,38.90%,61.10%
RSU 45/MSAD 45,All Schools,All Students,High School,2021,29,23,79.30%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,All Schools,All Students,High School,2022,27,22,81.50%,5,17,22.70%,77.30%
RSU 45/MSAD 45,All Schools,All Students,High School,2023,22,22,100.00%,7,15,31.80%,68.20%
RSU 45/MSAD 45,All Schools,All Students,High School,2024,27,23,85.20%,8,15,34.80%,65.20%
RSU 45/MSAD 45,All Schools,All Students,High School,2025,21,18,85.70%,6,12,33.30%,66.70%
RSU 45/MSAD 45,Washburn District Elem School,All Students,All Grades,2021,120,117,97.50%,20,97,17.10%,82.90%
RSU 45/MSAD 45,Washburn District Elem School,All Students,All Grades,2022,119,116,97.50%,38,78,32.80%,67.20%
RSU 45/MSAD 45,Washburn District Elem School,All Students,All Grades,2023,110,108,98.20%,55,53,50.90%,49.10%
RSU 45/MSAD 45,Washburn District Elem School,All Students,All Grades,2024,116,115,99.10%,47,68,40.90%,59.10%
RSU 45/MSAD 45,Washburn District Elem School,All Students,All Grades,2025,114,114,100.00%,41,73,36.00%,64.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,3,2021,17,17,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,3,2022,18,17,94.40%,10,7,58.80%,41.20%
RSU 45/MSAD 45,Washburn District Elem School,All Students,3,2023,16,16,100.00%,10,6,62.50%,37.50%
RSU 45/MSAD 45,Washburn District Elem School,All Students,3,2024,29,29,100.00%,10,19,34.50%,65.50%
RSU 45/MSAD 45,Washburn District Elem School,All Students,3,2025,18,18,100.00%,7,11,38.90%,61.10%
RSU 45/MSAD 45,Washburn District Elem School,All Students,4,2021,13,13,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,4,2022,17,17,100.00%,5,12,29.40%,70.60%
RSU 45/MSAD 45,Washburn District Elem School,All Students,4,2023,16,15,93.80%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,4,2024,17,17,100.00%,5,12,29.40%,70.60%
RSU 45/MSAD 45,Washburn District Elem School,All Students,4,2025,30,30,100.00%,8,22,26.70%,73.30%
RSU 45/MSAD 45,Washburn District Elem School,All Students,5,2021,25,25,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,5,2022,15,15,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,5,2023,15,15,100.00%,6,9,40.00%,60.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,5,2024,15,15,100.00%,7,8,46.70%,53.30%
RSU 45/MSAD 45,Washburn District Elem School,All Students,5,2025,20,20,100.00%,8,12,40.00%,60.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,6,2021,24,22,91.70%,5,17,22.70%,77.30%
RSU 45/MSAD 45,Washburn District Elem School,All Students,6,2022,25,25,100.00%,5,20,20.00%,80.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,6,2023,18,17,94.40%,5,12,29.40%,70.60%
RSU 45/MSAD 45,Washburn District Elem School,All Students,6,2024,14,14,100.00%,7,7,50.00%,50.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,6,2025,14,14,100.00%,6,8,42.90%,57.10%
RSU 45/MSAD 45,Washburn District Elem School,All Students,7,2021,21,21,100.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,7,2022,22,22,100.00%,5,17,22.70%,77.30%
RSU 45/MSAD 45,Washburn District Elem School,All Students,7,2023,24,24,100.00%,15,9,62.50%,37.50%
RSU 45/MSAD 45,Washburn District Elem School,All Students,7,2024,19,18,94.70%,9,9,50.00%,50.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,7,2025,14,14,100.00%,5,9,35.70%,64.30%
RSU 45/MSAD 45,Washburn District Elem School,All Students,8,2021,20,19,95.00%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,8,2022,22,20,90.90%,9,11,45.00%,55.00%
RSU 45/MSAD 45,Washburn District Elem School,All Students,8,2023,21,21,100.00%,8,13,38.10%,61.90%
RSU 45/MSAD 45,Washburn District Elem School,All Students,8,2024,22,22,100.00%,9,13,40.90%,59.10%
RSU 45/MSAD 45,Washburn District Elem School,All Students,8,2025,18,18,100.00%,7,11,38.90%,61.10%
RSU 45/MSAD 45,Washburn District High School,All Students,All Grades,2021,29,25,86.20%,-1,-1,-1.00%,-1.00%
RSU 45/MSAD 45,Washburn District High School,All Students,All Grades,2022,27,22,81.50%,5,17,22.70%,77.30%
