district,school,students,grades,year,students_required_to_test_english,students_tested_english,pct_students_tested_english,students_below_expectations_english,students_at_above_expectations_english,pct_below_expectations_english,pct_at_above_expectations_english
RSU 83/MSAD 13,All Schools,All Students,7,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,All Schools,All Students,8,2021,13,13,100.0%,0,13,0.0%,100.0%
RSU 83/MSAD 13,All Schools,All Students,8,2022,19,18,94.7%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,All Schools,All Students,8,2023,13,12,92.3%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,All Schools,All Students,8,2024,14,13,92.9%,5,8,38.5%,61.5%
RSU 83/MSAD 13,All Schools,All Students,8,2025,13,12,92.3%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,All Schools,All Students,High School,2021,11,9,81.8%,0,9,0.0%,100.0%
RSU 83/MSAD 13,All Schools,All Students,High School,2022,13,11,84.6%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,All Schools,All Students,High School,2023,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,All Schools,All Students,High School,2024,20,19,95.0%,11,8,57.9%,42.1%
RSU 83/MSAD 13,All Schools,All Students,High School,2025,13,12,92.3%,7,5,58.3%,41.7%
RSU 83/MSAD 13,Moscow Elementary,All Students,All Grades,2021,28,26,92.9%,13,13,50.0%,50.0%
RSU 83/MSAD 13,Moscow Elementary,All Students,All Grades,2022,21,21,100.0%,9,12,42.9%,57.1%
RSU 83/MSAD 13,Moscow Elementary,All Students,All Grades,2023,24,24,100.0%,13,11,54.2%,45.8%
RSU 83/MSAD 13,Moscow Elementary,All Students,All Grades,2024,15,15,100.0%,6,9,40.0%,60.0%
RSU 83/MSAD 13,Moscow Elementary,All Students,All Grades,2025,18,18,100.0%,8,10,44.4%,55.6%
RSU 83/MSAD 13,Moscow Elementary,All Students,3,2021,11,11,100.0%,5,6,45.5%,54.5%
RSU 83/MSAD 13,Moscow Elementary,All Students,3,2022,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Moscow Elementary,All Students,3,2023,10,10,100.0%,5,5,50.0%,50.0%
RSU 83/MSAD 13,Moscow Elementary,All Students,3,2024,8,8,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Moscow Elementary,All Students,3,2025,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Moscow Elementary,All Students,4,2021,17,15,88.2%,7,8,46.7%,53.3%
RSU 83/MSAD 13,Moscow Elementary,All Students,4,2022,11,11,100.0%,5,6,45.5%,54.5%
RSU 83/MSAD 13,Moscow Elementary,All Students,4,2023,14,14,100.0%,8,6,57.1%,42.9%
RSU 83/MSAD 13,Moscow Elementary,All Students,4,2024,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Moscow Elementary,All Students,4,2025,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,All Grades,2021,72,68,94.4%,8,60,11.8%,88.2%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,All Grades,2022,81,76,93.8%,21,55,27.6%,72.4%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,All Grades,2023,72,70,97.2%,35,35,50.0%,50.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,All Grades,2024,74,68,91.9%,29,39,42.6%,57.4%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,All Grades,2025,52,50,96.2%,23,27,46.0%,54.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,5,2021,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,5,2022,21,20,95.2%,7,13,35.0%,65.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,5,2023,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,5,2024,12,11,91.7%,6,5,54.5%,45.5%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,5,2025,6,6,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,6,2021,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,6,2022,15,14,93.3%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,6,2023,20,20,100.0%,9,11,45.0%,55.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,6,2024,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,6,2025,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,7,2021,20,18,90.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,7,2022,13,13,100.0%,6,7,46.2%,53.8%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,7,2023,16,15,93.8%,6,9,40.0%,60.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,7,2024,17,14,82.4%,5,9,35.7%,64.3%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,7,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,8,2021,13,13,100.0%,0,13,0.0%,100.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,8,2022,19,18,94.7%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,8,2023,13,12,92.3%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,8,2024,14,13,92.9%,5,8,38.5%,61.5%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,8,2025,13,12,92.3%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,High School,2021,11,9,81.8%,0,9,0.0%,100.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,High School,2022,13,11,84.6%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,High School,2023,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,High School,2024,20,19,95.0%,11,8,57.9%,42.1%
RSU 83/MSAD 13,Upper Kennebec Valley Middle/Senior High School,All Students,High School,2025,13,12,92.3%,7,5,58.3%,41.7%
RSU 84/MSAD 14,All Schools,All Students,All Grades,2021,54,54,100.0%,6,48,11.1%,88.9%
RSU 84/MSAD 14,All Schools,All Students,All Grades,2022,53,53,100.0%,7,46,13.2%,86.8%
RSU 84/MSAD 14,All Schools,All Students,All Grades,2023,56,54,96.4%,24,30,44.4%,55.6%
RSU 84/MSAD 14,All Schools,All Students,All Grades,2024,59,59,100.0%,19,40,32.2%,67.8%
RSU 84/MSAD 14,All Schools,All Students,All Grades,2025,56,55,98.2%,24,31,43.6%,56.4%
RSU 84/MSAD 14,All Schools,All Students,3,2021,6,6,100.0%,0,6,0.0%,100.0%
RSU 84/MSAD 14,All Schools,All Students,3,2022,7,7,100.0%,0,7,0.0%,100.0%
RSU 84/MSAD 14,All Schools,All Students,3,2023,9,8,88.9%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,3,2024,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,3,2025,8,8,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,4,2021,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,4,2022,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,4,2023,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,4,2024,10,10,100.0%,5,5,50.0%,50.0%
RSU 84/MSAD 14,All Schools,All Students,4,2025,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,5,2021,13,13,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,5,2022,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,5,2023,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,5,2024,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,5,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,6,2021,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,6,2022,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,6,2023,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,6,2024,8,8,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,6,2025,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,7,2021,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,7,2022,8,8,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,7,2023,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,7,2024,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,7,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,8,2021,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,8,2022,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,8,2023,6,5,83.3%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,8,2024,15,15,100.0%,5,10,33.3%,66.7%
RSU 84/MSAD 14,All Schools,All Students,8,2025,12,12,100.0%,5,7,41.7%,58.3%
RSU 84/MSAD 14,All Schools,All Students,High School,2021,6,6,100.0%,0,6,0.0%,100.0%
RSU 84/MSAD 14,All Schools,All Students,High School,2022,5,5,100.0%,0,5,0.0%,100.0%
RSU 84/MSAD 14,All Schools,All Students,High School,2023,12,11,91.7%,5,6,45.5%,54.5%
RSU 84/MSAD 14,All Schools,All Students,High School,2024,14,13,92.9%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,All Schools,All Students,High School,2025,5,5,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,All Grades,2021,69,69,100.0%,9,60,13.0%,87.0%
RSU 84/MSAD 14,East Grand School,All Students,All Grades,2022,64,64,100.0%,8,56,12.5%,87.5%
RSU 84/MSAD 14,East Grand School,All Students,All Grades,2023,64,61,95.3%,26,35,42.6%,57.4%
RSU 84/MSAD 14,East Grand School,All Students,All Grades,2024,77,76,98.7%,23,53,30.3%,69.7%
RSU 84/MSAD 14,East Grand School,All Students,All Grades,2025,64,64,100.0%,25,39,39.1%,60.9%
RSU 84/MSAD 14,East Grand School,All Students,3,2021,6,6,100.0%,0,6,0.0%,100.0%
RSU 84/MSAD 14,East Grand School,All Students,3,2022,7,7,100.0%,0,7,0.0%,100.0%
RSU 84/MSAD 14,East Grand School,All Students,3,2023,9,8,88.9%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,3,2024,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,3,2025,8,8,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,4,2021,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,4,2022,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,4,2023,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,4,2024,10,10,100.0%,5,5,50.0%,50.0%
RSU 84/MSAD 14,East Grand School,All Students,4,2025,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,5,2021,13,13,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,5,2022,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,5,2023,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,5,2024,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,5,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,6,2021,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,6,2022,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,6,2023,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,6,2024,8,8,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,6,2025,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,7,2021,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,7,2022,8,8,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,7,2023,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,7,2024,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,7,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,8,2021,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,8,2022,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,8,2023,6,5,83.3%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,8,2024,15,15,100.0%,5,10,33.3%,66.7%
RSU 84/MSAD 14,East Grand School,All Students,8,2025,12,12,100.0%,5,7,41.7%,58.3%
RSU 84/MSAD 14,East Grand School,All Students,High School,2021,6,6,100.0%,0,6,0.0%,100.0%
RSU 84/MSAD 14,East Grand School,All Students,High School,2022,5,5,100.0%,0,5,0.0%,100.0%
RSU 84/MSAD 14,East Grand School,All Students,High School,2023,12,11,91.7%,5,6,45.5%,54.5%
RSU 84/MSAD 14,East Grand School,All Students,High School,2024,14,13,92.9%,-1,-1,-1.0%,-1.0%
RSU 84/MSAD 14,East Grand School,All Students,High School,2025,5,5,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,All Grades,2021,50,45,90.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,All Grades,2022,56,51,91.1%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,All Grades,2023,64,3,4.7%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,All Grades,2024,63,63,100.0%,34,29,54.0%,46.0%
RSU 85/MSAD 19,All Schools,All Students,All Grades,2025,65,61,93.8%,23,38,37.7%,62.3%
RSU 85/MSAD 19,All Schools,All Students,3,2021,7,7,100.0%,0,7,0.0%,100.0%
RSU 85/MSAD 19,All Schools,All Students,3,2022,5,5,100.0%,0,5,0.0%,100.0%
RSU 85/MSAD 19,All Schools,All Students,3,2023,7,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,All Schools,All Students,3,2024,10,10,100.0%,5,5,50.0%,50.0%
RSU 85/MSAD 19,All Schools,All Students,3,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,4,2021,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,4,2022,9,9,100.0%,0,9,0.0%,100.0%
RSU 85/MSAD 19,All Schools,All Students,4,2023,8,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,All Schools,All Students,4,2024,6,6,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,4,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,5,2021,5,5,100.0%,0,5,0.0%,100.0%
RSU 85/MSAD 19,All Schools,All Students,5,2022,9,9,100.0%,0,9,0.0%,100.0%
RSU 85/MSAD 19,All Schools,All Students,5,2023,10,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,All Schools,All Students,5,2024,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,5,2025,8,8,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,6,2021,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,6,2022,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,6,2023,10,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,All Schools,All Students,6,2024,11,11,100.0%,5,6,45.5%,54.5%
RSU 85/MSAD 19,All Schools,All Students,6,2025,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,7,2021,4,4,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,7,2022,10,10,100.0%,0,10,0.0%,100.0%
RSU 85/MSAD 19,All Schools,All Students,7,2023,10,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,All Schools,All Students,7,2024,10,10,100.0%,5,5,50.0%,50.0%
RSU 85/MSAD 19,All Schools,All Students,7,2025,12,12,100.0%,5,7,41.7%,58.3%
RSU 85/MSAD 19,All Schools,All Students,8,2021,9,9,100.0%,0,9,0.0%,100.0%
RSU 85/MSAD 19,All Schools,All Students,8,2022,4,4,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,8,2023,11,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,All Schools,All Students,8,2024,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,All Schools,All Students,8,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,All Grades,2021,42,42,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,All Grades,2022,46,46,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,All Grades,2023,56,0,0.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,All Grades,2024,58,58,100.0%,31,27,53.4%,46.6%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,All Grades,2025,57,57,100.0%,22,35,38.6%,61.4%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,3,2021,7,7,100.0%,0,7,0.0%,100.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,3,2022,5,5,100.0%,0,5,0.0%,100.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,3,2023,7,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,3,2024,10,10,100.0%,5,5,50.0%,50.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,3,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,4,2021,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,4,2022,9,9,100.0%,0,9,0.0%,100.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,4,2023,8,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,4,2024,6,6,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,4,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,5,2021,5,5,100.0%,0,5,0.0%,100.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,5,2022,9,9,100.0%,0,9,0.0%,100.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,5,2023,10,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,5,2024,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,5,2025,8,8,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,6,2021,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,6,2022,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,6,2023,10,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,6,2024,11,11,100.0%,5,6,45.5%,54.5%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,6,2025,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,7,2021,4,4,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,7,2022,10,10,100.0%,0,10,0.0%,100.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,7,2023,10,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,7,2024,10,10,100.0%,5,5,50.0%,50.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,7,2025,12,12,100.0%,5,7,41.7%,58.3%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,8,2021,9,9,100.0%,0,9,0.0%,100.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,8,2022,4,4,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,8,2023,11,0,0.0%,0,0,0.0%,0.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,8,2024,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 85/MSAD 19,Lubec Consolidated School,All Students,8,2025,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,All Schools,All Students,All Grades,2021,246,234,95.1%,34,200,14.5%,85.5%
RSU 86/MSAD 20,All Schools,All Students,All Grades,2022,242,233,96.3%,42,191,18.0%,82.0%
RSU 86/MSAD 20,All Schools,All Students,All Grades,2023,259,251,96.9%,73,178,29.1%,70.9%
RSU 86/MSAD 20,All Schools,All Students,All Grades,2024,242,238,98.3%,77,161,32.4%,67.6%
RSU 86/MSAD 20,All Schools,All Students,All Grades,2025,217,212,97.7%,64,148,30.2%,69.8%
RSU 86/MSAD 20,All Schools,All Students,3,2021,34,34,100.0%,8,26,23.5%,76.5%
RSU 86/MSAD 20,All Schools,All Students,3,2022,25,24,96.0%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,All Schools,All Students,3,2023,38,38,100.0%,9,29,23.7%,76.3%
RSU 86/MSAD 20,All Schools,All Students,3,2024,32,32,100.0%,11,21,34.4%,65.6%
RSU 86/MSAD 20,All Schools,All Students,3,2025,21,21,100.0%,8,13,38.1%,61.9%
RSU 86/MSAD 20,All Schools,All Students,4,2021,24,24,100.0%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,All Schools,All Students,4,2022,34,34,100.0%,6,28,17.6%,82.4%
RSU 86/MSAD 20,All Schools,All Students,4,2023,30,29,96.7%,11,18,37.9%,62.1%
RSU 86/MSAD 20,All Schools,All Students,4,2024,41,41,100.0%,10,31,24.4%,75.6%
RSU 86/MSAD 20,All Schools,All Students,4,2025,34,34,100.0%,8,26,23.5%,76.5%
RSU 86/MSAD 20,All Schools,All Students,5,2021,34,33,97.1%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,All Schools,All Students,5,2022,27,27,100.0%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,All Schools,All Students,5,2023,40,40,100.0%,10,30,25.0%,75.0%
RSU 86/MSAD 20,All Schools,All Students,5,2024,28,26,92.9%,7,19,26.9%,73.1%
RSU 86/MSAD 20,All Schools,All Students,5,2025,37,37,100.0%,7,30,18.9%,81.1%
RSU 86/MSAD 20,All Schools,All Students,6,2021,38,36,94.7%,6,30,16.7%,83.3%
RSU 86/MSAD 20,All Schools,All Students,6,2022,32,31,96.9%,0,31,0.0%,100.0%
RSU 86/MSAD 20,All Schools,All Students,6,2023,32,31,96.9%,9,22,29.0%,71.0%
RSU 86/MSAD 20,All Schools,All Students,6,2024,38,38,100.0%,9,29,23.7%,76.3%
RSU 86/MSAD 20,All Schools,All Students,6,2025,27,26,96.3%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,All Schools,All Students,7,2021,45,39,86.7%,6,33,15.4%,84.6%
RSU 86/MSAD 20,All Schools,All Students,7,2022,40,38,95.0%,5,33,13.2%,86.8%
RSU 86/MSAD 20,All Schools,All Students,7,2023,32,31,96.9%,9,22,29.0%,71.0%
RSU 86/MSAD 20,All Schools,All Students,7,2024,31,31,100.0%,9,22,29.0%,71.0%
RSU 86/MSAD 20,All Schools,All Students,7,2025,33,32,97.0%,10,22,31.3%,68.8%
RSU 86/MSAD 20,All Schools,All Students,8,2021,33,33,100.0%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,All Schools,All Students,8,2022,38,35,92.1%,9,26,25.7%,74.3%
RSU 86/MSAD 20,All Schools,All Students,8,2023,41,39,95.1%,8,31,20.5%,79.5%
RSU 86/MSAD 20,All Schools,All Students,8,2024,28,28,100.0%,7,21,25.0%,75.0%
RSU 86/MSAD 20,All Schools,All Students,8,2025,32,31,96.9%,16,15,51.6%,48.4%
RSU 86/MSAD 20,All Schools,All Students,High School,2021,29,27,93.1%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,All Schools,All Students,High School,2022,38,36,94.7%,10,26,27.8%,72.2%
RSU 86/MSAD 20,All Schools,All Students,High School,2023,37,34,91.9%,13,21,38.2%,61.8%
RSU 86/MSAD 20,All Schools,All Students,High School,2024,41,40,97.6%,21,19,52.5%,47.5%
RSU 86/MSAD 20,All Schools,All Students,High School,2025,33,32,97.0%,11,21,34.4%,65.6%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,All Grades,2021,92,91,98.9%,14,77,15.4%,84.6%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,All Grades,2022,86,85,98.8%,14,71,16.5%,83.5%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,All Grades,2023,108,107,99.1%,30,77,28.0%,72.0%
