district,school,students,grades,year,students_required_to_test_english,students_tested_english,pct_students_tested_english,students_below_expectations_english,students_at_above_expectations_english,pct_below_expectations_english,pct_at_above_expectations_english
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,All Grades,2024,101,99,98.0%,28,71,28.3%,71.7%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,All Grades,2025,92,92,100.0%,23,69,25.0%,75.0%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,3,2021,34,34,100.0%,8,26,23.5%,76.5%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,3,2022,25,24,96.0%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,3,2023,38,38,100.0%,9,29,23.7%,76.3%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,3,2024,32,32,100.0%,11,21,34.4%,65.6%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,3,2025,21,21,100.0%,8,13,38.1%,61.9%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,4,2021,24,24,100.0%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,4,2022,34,34,100.0%,6,28,17.6%,82.4%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,4,2023,30,29,96.7%,11,18,37.9%,62.1%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,4,2024,41,41,100.0%,10,31,24.4%,75.6%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,4,2025,34,34,100.0%,8,26,23.5%,76.5%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,5,2021,34,33,97.1%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,5,2022,27,27,100.0%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,5,2023,40,40,100.0%,10,30,25.0%,75.0%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,5,2024,28,26,92.9%,7,19,26.9%,73.1%
RSU 86/MSAD 20,Fort Fairfield Elementary School,All Students,5,2025,37,37,100.0%,7,30,18.9%,81.1%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,All Grades,2021,146,135,92.5%,17,118,12.6%,87.4%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,All Grades,2022,148,140,94.6%,24,116,17.1%,82.9%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,All Grades,2023,142,135,95.1%,39,96,28.9%,71.1%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,All Grades,2024,138,137,99.3%,46,91,33.6%,66.4%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,All Grades,2025,125,121,96.8%,41,80,33.9%,66.1%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,6,2021,38,36,94.7%,6,30,16.7%,83.3%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,6,2022,32,31,96.9%,0,31,0.0%,100.0%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,6,2023,32,31,96.9%,9,22,29.0%,71.0%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,6,2024,38,38,100.0%,9,29,23.7%,76.3%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,6,2025,27,26,96.3%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,7,2021,45,39,86.7%,6,33,15.4%,84.6%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,7,2022,40,38,95.0%,5,33,13.2%,86.8%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,7,2023,32,31,96.9%,9,22,29.0%,71.0%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,7,2024,31,31,100.0%,9,22,29.0%,71.0%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,7,2025,33,32,97.0%,10,22,31.3%,68.8%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,8,2021,33,33,100.0%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,8,2022,38,35,92.1%,9,26,25.7%,74.3%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,8,2023,41,39,95.1%,8,31,20.5%,79.5%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,8,2024,28,28,100.0%,7,21,25.0%,75.0%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,8,2025,32,31,96.9%,16,15,51.6%,48.4%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,High School,2021,29,27,93.1%,-1,-1,-1.0%,-1.0%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,High School,2022,38,36,94.7%,10,26,27.8%,72.2%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,High School,2023,37,34,91.9%,13,21,38.2%,61.8%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,High School,2024,41,40,97.6%,21,19,52.5%,47.5%
RSU 86/MSAD 20,Fort Fairfield Middle/High School,All Students,High School,2025,33,32,97.0%,11,21,34.4%,65.6%
RSU 87/MSAD 23,All Schools,All Students,All Grades,2021,409,399,97.6%,66,333,16.5%,83.5%
RSU 87/MSAD 23,All Schools,All Students,All Grades,2022,415,410,98.8%,76,334,18.5%,81.5%
RSU 87/MSAD 23,All Schools,All Students,All Grades,2023,416,409,98.3%,160,249,39.1%,60.9%
RSU 87/MSAD 23,All Schools,All Students,All Grades,2024,422,418,99.1%,156,262,37.3%,62.7%
RSU 87/MSAD 23,All Schools,All Students,All Grades,2025,412,398,96.6%,146,252,36.7%,63.3%
RSU 87/MSAD 23,All Schools,All Students,3,2021,56,56,100.0%,10,46,17.9%,82.1%
RSU 87/MSAD 23,All Schools,All Students,3,2022,59,59,100.0%,16,43,27.1%,72.9%
RSU 87/MSAD 23,All Schools,All Students,3,2023,57,56,98.2%,23,33,41.1%,58.9%
RSU 87/MSAD 23,All Schools,All Students,3,2024,66,66,100.0%,20,46,30.3%,69.7%
RSU 87/MSAD 23,All Schools,All Students,3,2025,63,63,100.0%,18,45,28.6%,71.4%
RSU 87/MSAD 23,All Schools,All Students,4,2021,53,53,100.0%,9,44,17.0%,83.0%
RSU 87/MSAD 23,All Schools,All Students,4,2022,63,63,100.0%,11,52,17.5%,82.5%
RSU 87/MSAD 23,All Schools,All Students,4,2023,60,60,100.0%,33,27,55.0%,45.0%
RSU 87/MSAD 23,All Schools,All Students,4,2024,59,59,100.0%,22,37,37.3%,62.7%
RSU 87/MSAD 23,All Schools,All Students,4,2025,69,66,95.7%,19,47,28.8%,71.2%
RSU 87/MSAD 23,All Schools,All Students,5,2021,65,64,98.5%,13,51,20.3%,79.7%
RSU 87/MSAD 23,All Schools,All Students,5,2022,55,53,96.4%,8,45,15.1%,84.9%
RSU 87/MSAD 23,All Schools,All Students,5,2023,63,63,100.0%,19,44,30.2%,69.8%
RSU 87/MSAD 23,All Schools,All Students,5,2024,61,61,100.0%,28,33,45.9%,54.1%
RSU 87/MSAD 23,All Schools,All Students,5,2025,60,58,96.7%,19,39,32.8%,67.2%
RSU 87/MSAD 23,All Schools,All Students,6,2021,52,51,98.1%,15,36,29.4%,70.6%
RSU 87/MSAD 23,All Schools,All Students,6,2022,69,69,100.0%,12,57,17.4%,82.6%
RSU 87/MSAD 23,All Schools,All Students,6,2023,46,46,100.0%,12,34,26.1%,73.9%
RSU 87/MSAD 23,All Schools,All Students,6,2024,66,66,100.0%,18,48,27.3%,72.7%
RSU 87/MSAD 23,All Schools,All Students,6,2025,61,60,98.4%,23,37,38.3%,61.7%
RSU 87/MSAD 23,All Schools,All Students,7,2021,56,52,92.9%,-1,-1,-1.0%,-1.0%
RSU 87/MSAD 23,All Schools,All Students,7,2022,50,49,98.0%,11,38,22.4%,77.6%
RSU 87/MSAD 23,All Schools,All Students,7,2023,64,64,100.0%,34,30,53.1%,46.9%
RSU 87/MSAD 23,All Schools,All Students,7,2024,45,44,97.8%,12,32,27.3%,72.7%
RSU 87/MSAD 23,All Schools,All Students,7,2025,63,61,96.8%,22,39,36.1%,63.9%
RSU 87/MSAD 23,All Schools,All Students,8,2021,63,60,95.2%,9,51,15.0%,85.0%
RSU 87/MSAD 23,All Schools,All Students,8,2022,61,60,98.4%,-1,-1,-1.0%,-1.0%
RSU 87/MSAD 23,All Schools,All Students,8,2023,53,52,98.1%,17,35,32.7%,67.3%
RSU 87/MSAD 23,All Schools,All Students,8,2024,67,65,97.0%,38,27,58.5%,41.5%
RSU 87/MSAD 23,All Schools,All Students,8,2025,44,40,90.9%,17,23,42.5%,57.5%
RSU 87/MSAD 23,Caravel Middle School,All Students,All Grades,2021,197,188,95.4%,29,159,15.4%,84.6%
RSU 87/MSAD 23,Caravel Middle School,All Students,All Grades,2022,207,203,98.1%,28,175,13.8%,86.2%
RSU 87/MSAD 23,Caravel Middle School,All Students,All Grades,2023,198,197,99.5%,75,122,38.1%,61.9%
RSU 87/MSAD 23,Caravel Middle School,All Students,All Grades,2024,213,210,98.6%,85,125,40.5%,59.5%
RSU 87/MSAD 23,Caravel Middle School,All Students,All Grades,2025,195,188,96.4%,70,118,37.2%,62.8%
RSU 87/MSAD 23,Caravel Middle School,All Students,5,2021,26,25,96.2%,-1,-1,-1.0%,-1.0%
RSU 87/MSAD 23,Caravel Middle School,All Students,5,2022,27,25,92.6%,-1,-1,-1.0%,-1.0%
RSU 87/MSAD 23,Caravel Middle School,All Students,5,2023,35,35,100.0%,12,23,34.3%,65.7%
RSU 87/MSAD 23,Caravel Middle School,All Students,5,2024,35,35,100.0%,17,18,48.6%,51.4%
RSU 87/MSAD 23,Caravel Middle School,All Students,5,2025,27,27,100.0%,8,19,29.6%,70.4%
RSU 87/MSAD 23,Caravel Middle School,All Students,6,2021,52,51,98.1%,15,36,29.4%,70.6%
RSU 87/MSAD 23,Caravel Middle School,All Students,6,2022,69,69,100.0%,12,57,17.4%,82.6%
RSU 87/MSAD 23,Caravel Middle School,All Students,6,2023,46,46,100.0%,12,34,26.1%,73.9%
RSU 87/MSAD 23,Caravel Middle School,All Students,6,2024,66,66,100.0%,18,48,27.3%,72.7%
RSU 87/MSAD 23,Caravel Middle School,All Students,6,2025,61,60,98.4%,23,37,38.3%,61.7%
RSU 87/MSAD 23,Caravel Middle School,All Students,7,2021,56,52,92.9%,-1,-1,-1.0%,-1.0%
RSU 87/MSAD 23,Caravel Middle School,All Students,7,2022,50,49,98.0%,11,38,22.4%,77.6%
RSU 87/MSAD 23,Caravel Middle School,All Students,7,2023,64,64,100.0%,34,30,53.1%,46.9%
RSU 87/MSAD 23,Caravel Middle School,All Students,7,2024,45,44,97.8%,12,32,27.3%,72.7%
RSU 87/MSAD 23,Caravel Middle School,All Students,7,2025,63,61,96.8%,22,39,36.1%,63.9%
RSU 87/MSAD 23,Caravel Middle School,All Students,8,2021,63,60,95.2%,9,51,15.0%,85.0%
RSU 87/MSAD 23,Caravel Middle School,All Students,8,2022,61,60,98.4%,-1,-1,-1.0%,-1.0%
RSU 87/MSAD 23,Caravel Middle School,All Students,8,2023,53,52,98.1%,17,35,32.7%,67.3%
RSU 87/MSAD 23,Caravel Middle School,All Students,8,2024,67,65,97.0%,38,27,58.5%,41.5%
RSU 87/MSAD 23,Caravel Middle School,All Students,8,2025,44,40,90.9%,17,23,42.5%,57.5%
RSU 87/MSAD 23,Carmel Elementary School,All Students,All Grades,2021,50,50,100.0%,6,44,12.0%,88.0%
RSU 87/MSAD 23,Carmel Elementary School,All Students,All Grades,2022,63,63,100.0%,16,47,25.4%,74.6%
RSU 87/MSAD 23,Carmel Elementary School,All Students,All Grades,2023,63,63,100.0%,35,28,55.6%,44.4%
RSU 87/MSAD 23,Carmel Elementary School,All Students,All Grades,2024,56,56,100.0%,21,35,37.5%,62.5%
RSU 87/MSAD 23,Carmel Elementary School,All Students,All Grades,2025,55,55,100.0%,10,45,18.2%,81.8%
RSU 87/MSAD 23,Carmel Elementary School,All Students,3,2021,26,26,100.0%,5,21,19.2%,80.8%
RSU 87/MSAD 23,Carmel Elementary School,All Students,3,2022,34,34,100.0%,10,24,29.4%,70.6%
RSU 87/MSAD 23,Carmel Elementary School,All Students,3,2023,30,30,100.0%,16,14,53.3%,46.7%
RSU 87/MSAD 23,Carmel Elementary School,All Students,3,2024,28,28,100.0%,7,21,25.0%,75.0%
RSU 87/MSAD 23,Carmel Elementary School,All Students,3,2025,26,26,100.0%,-1,-1,-1.0%,-1.0%
RSU 87/MSAD 23,Carmel Elementary School,All Students,4,2021,24,24,100.0%,-1,-1,-1.0%,-1.0%
RSU 87/MSAD 23,Carmel Elementary School,All Students,4,2022,29,29,100.0%,6,23,20.7%,79.3%
RSU 87/MSAD 23,Carmel Elementary School,All Students,4,2023,33,33,100.0%,19,14,57.6%,42.4%
RSU 87/MSAD 23,Carmel Elementary School,All Students,4,2024,28,28,100.0%,14,14,50.0%,50.0%
RSU 87/MSAD 23,Carmel Elementary School,All Students,4,2025,29,29,100.0%,8,21,27.6%,72.4%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,All Grades,2021,98,98,100.0%,23,75,23.5%,76.5%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,All Grades,2022,87,87,100.0%,18,69,20.7%,79.3%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,All Grades,2023,82,81,98.8%,28,53,34.6%,65.4%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,All Grades,2024,95,95,100.0%,32,63,33.7%,66.3%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,All Grades,2025,110,105,95.5%,38,67,36.2%,63.8%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,3,2021,30,30,100.0%,5,25,16.7%,83.3%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,3,2022,25,25,100.0%,6,19,24.0%,76.0%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,3,2023,27,26,96.3%,7,19,26.9%,73.1%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,3,2024,38,38,100.0%,13,25,34.2%,65.8%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,3,2025,37,37,100.0%,16,21,43.2%,56.8%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,4,2021,29,29,100.0%,8,21,27.6%,72.4%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,4,2022,34,34,100.0%,5,29,14.7%,85.3%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,4,2023,27,27,100.0%,14,13,51.9%,48.1%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,4,2024,31,31,100.0%,8,23,25.8%,74.2%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,4,2025,40,37,92.5%,11,26,29.7%,70.3%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,5,2021,39,39,100.0%,10,29,25.6%,74.4%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,5,2022,28,28,100.0%,7,21,25.0%,75.0%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,5,2023,28,28,100.0%,7,21,25.0%,75.0%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,5,2024,26,26,100.0%,11,15,42.3%,57.7%
RSU 87/MSAD 23,Suzanne M Smith Elementary School,All Students,5,2025,33,31,93.9%,11,20,35.5%,64.5%
RSU 88/MSAD 24,All Schools,All Students,All Grades,2021,119,118,99.2%,18,100,15.3%,84.7%
RSU 88/MSAD 24,All Schools,All Students,All Grades,2022,119,117,98.3%,19,98,16.2%,83.8%
RSU 88/MSAD 24,All Schools,All Students,All Grades,2023,134,132,98.5%,56,76,42.4%,57.6%
RSU 88/MSAD 24,All Schools,All Students,All Grades,2024,124,123,99.2%,41,82,33.3%,66.7%
RSU 88/MSAD 24,All Schools,All Students,All Grades,2025,127,127,100.0%,49,78,38.6%,61.4%
RSU 88/MSAD 24,All Schools,All Students,3,2021,17,17,100.0%,7,10,41.2%,58.8%
RSU 88/MSAD 24,All Schools,All Students,3,2022,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,3,2023,24,24,100.0%,17,7,70.8%,29.2%
RSU 88/MSAD 24,All Schools,All Students,3,2024,20,20,100.0%,8,12,40.0%,60.0%
RSU 88/MSAD 24,All Schools,All Students,3,2025,24,24,100.0%,13,11,54.2%,45.8%
RSU 88/MSAD 24,All Schools,All Students,4,2021,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,4,2022,18,18,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,4,2023,20,20,100.0%,12,8,60.0%,40.0%
RSU 88/MSAD 24,All Schools,All Students,4,2024,23,23,100.0%,11,12,47.8%,52.2%
RSU 88/MSAD 24,All Schools,All Students,4,2025,19,19,100.0%,8,11,42.1%,57.9%
RSU 88/MSAD 24,All Schools,All Students,5,2021,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,5,2022,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,5,2023,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,5,2024,18,18,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,5,2025,22,22,100.0%,8,14,36.4%,63.6%
RSU 88/MSAD 24,All Schools,All Students,6,2021,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,6,2022,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,6,2023,21,21,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,6,2024,18,18,100.0%,6,12,33.3%,66.7%
RSU 88/MSAD 24,All Schools,All Students,6,2025,19,19,100.0%,6,13,31.6%,68.4%
RSU 88/MSAD 24,All Schools,All Students,7,2021,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,7,2022,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,7,2023,23,23,100.0%,6,17,26.1%,73.9%
RSU 88/MSAD 24,All Schools,All Students,7,2024,20,20,100.0%,5,15,25.0%,75.0%
RSU 88/MSAD 24,All Schools,All Students,7,2025,16,16,100.0%,7,9,43.8%,56.3%
RSU 88/MSAD 24,All Schools,All Students,8,2021,15,14,93.3%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,8,2022,15,14,93.3%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,All Schools,All Students,8,2023,15,14,93.3%,6,8,42.9%,57.1%
RSU 88/MSAD 24,All Schools,All Students,8,2024,19,19,100.0%,5,14,26.3%,73.7%
RSU 88/MSAD 24,All Schools,All Students,8,2025,18,18,100.0%,5,13,27.8%,72.2%
RSU 88/MSAD 24,All Schools,All Students,High School,2021,14,14,100.0%,0,14,0.0%,100.0%
RSU 88/MSAD 24,All Schools,All Students,High School,2022,14,13,92.9%,5,8,38.5%,61.5%
RSU 88/MSAD 24,All Schools,All Students,High School,2023,15,14,93.3%,8,6,57.1%,42.9%
RSU 88/MSAD 24,All Schools,All Students,High School,2024,11,10,90.9%,5,5,50.0%,50.0%
RSU 88/MSAD 24,All Schools,All Students,High School,2025,16,16,100.0%,6,10,37.5%,62.5%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,All Grades,2021,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,All Grades,2022,14,13,92.9%,5,8,38.5%,61.5%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,All Grades,2023,15,14,93.3%,8,6,57.1%,42.9%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,All Grades,2024,11,10,90.9%,5,5,50.0%,50.0%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,All Grades,2025,16,16,100.0%,6,10,37.5%,62.5%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,High School,2021,14,14,100.0%,0,14,0.0%,100.0%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,High School,2022,14,13,92.9%,5,8,38.5%,61.5%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,High School,2023,15,14,93.3%,8,6,57.1%,42.9%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,High School,2024,11,10,90.9%,5,5,50.0%,50.0%
RSU 88/MSAD 24,Van Buren District Secondary Sch,All Students,High School,2025,16,16,100.0%,6,10,37.5%,62.5%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,All Grades,2021,102,101,99.0%,17,84,16.8%,83.2%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,All Grades,2022,105,104,99.0%,14,90,13.5%,86.5%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,All Grades,2023,122,121,99.2%,48,73,39.7%,60.3%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,All Grades,2024,118,118,100.0%,38,80,32.2%,67.8%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,All Grades,2025,118,118,100.0%,47,71,39.8%,60.2%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,3,2021,17,17,100.0%,7,10,41.2%,58.8%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,3,2022,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,3,2023,24,24,100.0%,17,7,70.8%,29.2%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,3,2024,20,20,100.0%,8,12,40.0%,60.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,3,2025,24,24,100.0%,13,11,54.2%,45.8%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,4,2021,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,4,2022,18,18,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,4,2023,20,20,100.0%,12,8,60.0%,40.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,4,2024,23,23,100.0%,11,12,47.8%,52.2%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,4,2025,19,19,100.0%,8,11,42.1%,57.9%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,5,2021,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,5,2022,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,5,2023,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,5,2024,18,18,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,5,2025,22,22,100.0%,8,14,36.4%,63.6%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,6,2021,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,6,2022,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,6,2023,21,21,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,6,2024,18,18,100.0%,6,12,33.3%,66.7%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,6,2025,19,19,100.0%,6,13,31.6%,68.4%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,7,2021,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,7,2022,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,7,2023,23,23,100.0%,6,17,26.1%,73.9%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,7,2024,20,20,100.0%,5,15,25.0%,75.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,7,2025,16,16,100.0%,7,9,43.8%,56.3%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,8,2021,15,14,93.3%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,8,2022,15,14,93.3%,-1,-1,-1.0%,-1.0%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,8,2023,15,14,93.3%,6,8,42.9%,57.1%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,8,2024,19,19,100.0%,5,14,26.3%,73.7%
RSU 88/MSAD 24,Van Buren Elementary School,All Students,8,2025,18,18,100.0%,5,13,27.8%,72.2%
RSU 89,All Schools,All Students,All Grades,2021,135,132,97.8%,27,105,20.5%,79.5%
RSU 89,All Schools,All Students,All Grades,2022,141,136,96.5%,30,106,22.1%,77.9%
RSU 89,All Schools,All Students,All Grades,2023,134,130,97.0%,55,75,42.3%,57.7%
RSU 89,All Schools,All Students,All Grades,2024,115,114,99.1%,51,63,44.7%,55.3%
RSU 89,All Schools,All Students,All Grades,2025,115,112,97.4%,44,68,39.3%,60.7%
RSU 89,All Schools,All Students,3,2021,25,25,100.0%,13,12,52.0%,48.0%
RSU 89,All Schools,All Students,3,2022,20,19,95.0%,-1,-1,-1.0%,-1.0%
RSU 89,All Schools,All Students,3,2023,17,16,94.1%,10,6,62.5%,37.5%
RSU 89,All Schools,All Students,3,2024,20,20,100.0%,-1,-1,-1.0%,-1.0%
RSU 89,All Schools,All Students,3,2025,21,21,100.0%,11,10,52.4%,47.6%
RSU 89,All Schools,All Students,4,2021,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 89,All Schools,All Students,4,2022,24,24,100.0%,8,16,33.3%,66.7%
RSU 89,All Schools,All Students,4,2023,21,20,95.2%,9,11,45.0%,55.0%
RSU 89,All Schools,All Students,4,2024,17,17,100.0%,-1,-1,-1.0%,-1.0%
RSU 89,All Schools,All Students,4,2025,18,16,88.9%,7,9,43.8%,56.3%
RSU 89,All Schools,All Students,5,2021,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 89,All Schools,All Students,5,2022,19,19,100.0%,7,12,36.8%,63.2%
RSU 89,All Schools,All Students,5,2023,26,26,100.0%,11,15,42.3%,57.7%
RSU 89,All Schools,All Students,5,2024,18,17,94.4%,8,9,47.1%,52.9%
RSU 89,All Schools,All Students,5,2025,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 89,All Schools,All Students,6,2021,20,20,100.0%,-1,-1,-1.0%,-1.0%
RSU 89,All Schools,All Students,6,2022,23,23,100.0%,5,18,21.7%,78.3%
RSU 89,All Schools,All Students,6,2023,16,15,93.8%,7,8,46.7%,53.3%
RSU 89,All Schools,All Students,6,2024,25,25,100.0%,6,19,24.0%,76.0%
RSU 89,All Schools,All Students,6,2025,18,17,94.4%,8,9,47.1%,52.9%
RSU 89,All Schools,All Students,7,2021,18,18,100.0%,-1,-1,-1.0%,-1.0%
RSU 89,All Schools,All Students,7,2022,22,22,100.0%,-1,-1,-1.0%,-1.0%
RSU 89,All Schools,All Students,7,2023,21,20,95.2%,6,14,30.0%,70.0%
RSU 89,All Schools,All Students,7,2024,13,13,100.0%,7,6,53.8%,46.2%
RSU 89,All Schools,All Students,7,2025,27,27,100.0%,7,20,25.9%,74.1%
RSU 89,All Schools,All Students,8,2021,24,23,95.8%,-1,-1,-1.0%,-1.0%
