district,district_id,school,school_id,year,grade_span,ncesid,school_type,county,address,city
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2022-2023,KG-05,231476800816,Public,Sagadahoc,23 Cemetery Road,Bowdoinham
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2021-2022,KG-05,231476800816,Public,Sagadahoc,23 Cemetery Road,Bowdoinham
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2020-2021,KG-05,231476800816,Public,Sagadahoc,23 Cemetery Road,Bowdoinham
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2019-2020,KG-05,231476800816,Public,Sagadahoc,23 Cemetery Road,Bowdoinham
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2018-2019,KG-05,231476800816,Public,Sagadahoc,23 Cemetery Road,Bowdoinham
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2017-2018,KG-05,231476800816,Public,Sagadahoc,23 Cemetery Road,Bowdoinham
RSU 75/MSAD 75,984,Harpswell Community School,989,2024-2025,KG-05,231476800817,Public,Cumberland,308 Harpswell Islands Road,Harpswell
RSU 75/MSAD 75,984,Harpswell Community School,989,2023-2024,KG-05,231476800817,Public,Cumberland,308 Harpswell Islands Road,Harpswell
RSU 75/MSAD 75,984,Harpswell Community School,989,2022-2023,KG-05,231476800817,Public,Cumberland,308 Harpswell Islands Road,Harpswell
RSU 75/MSAD 75,984,Harpswell Community School,989,2021-2022,KG-05,231476800817,Public,Cumberland,308 Harpswell Islands Road,Harpswell
RSU 75/MSAD 75,984,Harpswell Community School,989,2020-2021,KG-05,231476800817,Public,Cumberland,308 Harpswell Islands Road,Harpswell
RSU 75/MSAD 75,984,Harpswell Community School,989,2019-2020,KG-05,231476800817,Public,Cumberland,308 Harpswell Islands Road,Harpswell
RSU 75/MSAD 75,984,Harpswell Community School,989,2018-2019,KG-05,231476800817,Public,Cumberland,308 Harpswell Islands Road,Harpswell
RSU 75/MSAD 75,984,Harpswell Community School,989,2017-2018,KG-05,231476800817,Public,Cumberland,308 Harpswell Islands Road,Harpswell
RSU 75/MSAD 75,984,Mt Ararat High School,991,2024-2025,09-12,231476800819,Public,Sagadahoc,68 Eagles Way,Topsham
RSU 75/MSAD 75,984,Mt Ararat High School,991,2023-2024,09-12,231476800819,Public,Sagadahoc,68 Eagles Way,Topsham
RSU 75/MSAD 75,984,Mt Ararat High School,991,2022-2023,09-12,231476800819,Public,Sagadahoc,68 Eagles Way,Topsham
RSU 75/MSAD 75,984,Mt Ararat High School,991,2021-2022,09-12,231476800819,Public,Sagadahoc,68 Eagles Way,Topsham
RSU 75/MSAD 75,984,Mt Ararat High School,991,2020-2021,09-12,231476800819,Public,Sagadahoc,68 Eagles Way,Topsham
RSU 75/MSAD 75,984,Mt Ararat High School,991,2019-2020,09-12,231476800819,Public,Sagadahoc,68 Eagles Way,Topsham
RSU 75/MSAD 75,984,Mt Ararat High School,991,2018-2019,09-12,231476800819,Public,Sagadahoc,73 Eagles Way,Topsham
RSU 75/MSAD 75,984,Mt Ararat High School,991,2017-2018,09-12,231476800819,Public,Sagadahoc,73 Eagles Way,Topsham
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2024-2025,06-08,231476800055,Public,Sagadahoc,66 Republic Avenue,Topsham
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2023-2024,06-08,231476800055,Public,Sagadahoc,66 Republic Avenue,Topsham
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2022-2023,06-08,231476800055,Public,Sagadahoc,66 Republic Avenue,Topsham
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2021-2022,06-08,231476800055,Public,Sagadahoc,66 Republic Avenue,Topsham
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2020-2021,06-08,231476800055,Public,Sagadahoc,66 Republic Avenue,Topsham
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2019-2020,06-08,231476800055,Public,Sagadahoc,66 Republic Avenue,Topsham
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2018-2019,06-08,231476800055,Public,Sagadahoc,66 Republic Avenue,Topsham
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2017-2018,06-08,231476800055,Public,Sagadahoc,66 Republic Avenue,Topsham
RSU 75/MSAD 75,984,Williams-Cone School,990,2024-2025,PK-05,231476800821,Public,Sagadahoc,19 Perkins Street,Topsham
RSU 75/MSAD 75,984,Williams-Cone School,990,2023-2024,PK-05,231476800821,Public,Sagadahoc,19 Perkins Street,Topsham
RSU 75/MSAD 75,984,Williams-Cone School,990,2022-2023,PK-05,231476800821,Public,Sagadahoc,19 Perkins Street,Topsham
RSU 75/MSAD 75,984,Williams-Cone School,990,2021-2022,PK-05,231476800821,Public,Sagadahoc,19 Perkins Street,Topsham
RSU 75/MSAD 75,984,Williams-Cone School,990,2020-2021,PK-05,231476800821,Public,Sagadahoc,19 Perkins Street,Topsham
RSU 75/MSAD 75,984,Williams-Cone School,990,2019-2020,PK-05,231476800821,Public,Sagadahoc,19 Perkins Street,Topsham
RSU 75/MSAD 75,984,Williams-Cone School,990,2018-2019,PR-05,231476800821,Public,Sagadahoc,19 Perkins Street,Topsham
RSU 75/MSAD 75,984,Williams-Cone School,990,2017-2018,KG-05,231476800821,Public,Sagadahoc,19 Perkins Street,Topsham
RSU 75/MSAD 75,984,Woodside Elementary School,992,2024-2025,KG-05,231476801055,Public,Sagadahoc,42 Barrows Drive,Topsham
RSU 75/MSAD 75,984,Woodside Elementary School,992,2023-2024,KG-05,231476801055,Public,Sagadahoc,42 Barrows Drive,Topsham
RSU 75/MSAD 75,984,Woodside Elementary School,992,2022-2023,KG-05,231476801055,Public,Sagadahoc,42 Barrows Drive,Topsham
RSU 75/MSAD 75,984,Woodside Elementary School,992,2021-2022,KG-05,231476801055,Public,Sagadahoc,42 Barrows Drive,Topsham
RSU 75/MSAD 75,984,Woodside Elementary School,992,2020-2021,KG-05,231476801055,Public,Sagadahoc,42 Barrows Drive,Topsham
RSU 75/MSAD 75,984,Woodside Elementary School,992,2019-2020,KG-05,231476801055,Public,Sagadahoc,42 Barrows Drive,Topsham
RSU 75/MSAD 75,984,Woodside Elementary School,992,2018-2019,KG-05,231476801055,Public,Sagadahoc,42 Barrows Drive,Topsham
RSU 75/MSAD 75,984,Woodside Elementary School,992,2017-2018,KG-05,231476801055,Public,Sagadahoc,42 Barrows Drive,Topsham
RSU 78,1480,Rangeley Lakes Regional School,392,2024-2025,PK-12,231480300291,Public,Franklin,43 Mendolia Road,Rangeley
RSU 78,1480,Rangeley Lakes Regional School,392,2023-2024,PK-12,231480300291,Public,Franklin,43 Mendolia Road,Rangeley
RSU 78,1480,Rangeley Lakes Regional School,392,2022-2023,PK-12,231480300291,Public,Franklin,43 Mendolia Road,Rangeley
RSU 78,1480,Rangeley Lakes Regional School,392,2021-2022,PK-12,231480300291,Public,Franklin,43 Mendolia Road,Rangeley
RSU 78,1480,Rangeley Lakes Regional School,392,2020-2021,PK-12,231480300291,Public,Franklin,43 Mendolia Road,Rangeley
RSU 78,1480,Rangeley Lakes Regional School,392,2019-2020,PK-12,231480300291,Public,Franklin,43 Mendolia Road,Rangeley
RSU 78,1480,Rangeley Lakes Regional School,392,2018-2019,KG-12,231480300291,Public,Franklin,43 Mendolia Road,Rangeley
RSU 78,1480,Rangeley Lakes Regional School,392,2017-2018,KG-12,231480300291,Public,Franklin,43 Mendolia Road,Rangeley
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2024-2025,03-05,231086000367,Public,Aroostook,42 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2023-2024,03-05,231086000367,Public,Aroostook,42 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2022-2023,03-05,231086000367,Public,Aroostook,42 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2021-2022,03-05,231086000367,Public,Aroostook,42 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2020-2021,03-05,231086000367,Public,Aroostook,42 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2019-2020,03-05,231086000367,Public,Aroostook,42 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2018-2019,03-05,231086000367,Public,Aroostook,42 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2017-2018,03-05,231086000367,Public,Aroostook,42 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2024-2025,PK-05,231086000369,Public,Aroostook,1642 Main St,Mapleton
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2023-2024,PK-05,231086000369,Public,Aroostook,1642 Main St,Mapleton
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2022-2023,PK-05,231086000369,Public,Aroostook,1642 Main St,Mapleton
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2021-2022,PK-05,231086000369,Public,Aroostook,1642 Main St,Mapleton
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2020-2021,PK-05,231086000369,Public,Aroostook,1642 Main St,Mapleton
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2019-2020,PK-05,231086000369,Public,Aroostook,1642 Main St,Mapleton
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2018-2019,PR-05,231086000369,Public,Aroostook,1642 Main St,Mapleton
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2017-2018,PR-05,231086000369,Public,Aroostook,1642 Main St,Mapleton
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2024-2025,PK-02,231086000370,Public,Aroostook,50 Pine St,Presque Isle
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2023-2024,PK-02,231086000370,Public,Aroostook,50 Pine St,Presque Isle
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2022-2023,PK-02,231086000370,Public,Aroostook,50 Pine St,Presque Isle
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2021-2022,PK-02,231086000370,Public,Aroostook,50 Pine St,Presque Isle
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2020-2021,PK-02,231086000370,Public,Aroostook,50 Pine St,Presque Isle
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2019-2020,PK-02,231086000370,Public,Aroostook,50 Pine St,Presque Isle
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2018-2019,PR-02,231086000370,Public,Aroostook,50 Pine St,Presque Isle
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2017-2018,PR-02,231086000370,Public,Aroostook,50 Pine St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle High School,557,2024-2025,09-12,231086000371,Public,Aroostook,16 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle High School,557,2023-2024,09-12,231086000371,Public,Aroostook,16 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle High School,557,2022-2023,09-12,231086000371,Public,Aroostook,16 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle High School,557,2021-2022,09-12,231086000371,Public,Aroostook,16 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle High School,557,2020-2021,09-12,231086000371,Public,Aroostook,16 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle High School,557,2019-2020,09-12,231086000371,Public,Aroostook,16 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle High School,557,2018-2019,09-12,231086000371,Public,Aroostook,16 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle High School,557,2017-2018,09-12,231086000371,Public,Aroostook,16 Griffin St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2024-2025,06-08,231086000372,Public,Aroostook,569 Skyway St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2023-2024,06-08,231086000372,Public,Aroostook,569 Skyway St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2022-2023,06-08,231086000372,Public,Aroostook,569 Skyway St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2021-2022,06-08,231086000372,Public,Aroostook,569 Skyway St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2020-2021,06-08,231086000372,Public,Aroostook,569 Skyway St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2019-2020,06-08,231086000372,Public,Aroostook,569 Skyway St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2018-2019,06-08,231086000372,Public,Aroostook,569 Skyway St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2017-2018,06-08,231086000372,Public,Aroostook,569 Skyway St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Reg Career & Tech Ctr,560,2024-2025,09-12,231086000152,Technology Center,Aroostook,79 Blake St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Reg Career & Tech Ctr,560,2023-2024,09-12,231086000152,Technology Center,Aroostook,79 Blake St,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Reg Career & Tech Ctr,560,2022-2023,09-12,231086000152,Technology Center,Aroostook,79 Blake St Suite #3,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Reg Career & Tech Ctr,560,2021-2022,09-12,231086000152,Technology Center,Aroostook,79 Blake St Suite #3,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Reg Career & Tech Ctr,560,2020-2021,09-12,231086000152,Technology Center,Aroostook,79 Blake St Suite #3,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Reg Career & Tech Ctr,560,2019-2020,09-12,231086000152,Technology Center,Aroostook,79 Blake St Suite #3,Presque Isle
RSU 79/MSAD 01,551,Presque Isle Reg Career & Tech Ctr,560,2017-2018,09-12,231086000152,Technology Center,Aroostook,79 Blake St Suite #3,Presque Isle
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2024-2025,PK-06,231173023159,Public,Piscataquis,25 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2023-2024,PK-06,231173023159,Public,Piscataquis,25 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2022-2023,PK-06,231173023159,Public,Piscataquis,25 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2021-2022,PK-06,231173023159,Public,Piscataquis,25 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2020-2021,PK-06,231173023159,Public,Piscataquis,25 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2019-2020,PK-08,231173023159,Public,Piscataquis,25 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2018-2019,PR-08,231173023159,Public,Piscataquis,25 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2017-2018,PR-08,231173023159,Public,Piscataquis,25 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,1978,2019-2020,09-12,231173023160,Public,Piscataquis,9 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,1978,2018-2019,09-12,231173023160,Public,Piscataquis,"9 Campus Drive, Drop #1",Guilford
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,1978,2017-2018,09-12,231173023160,Public,Piscataquis,"9 Campus Drive, Drop #1",Guilford
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,2098,2024-2025,07-12,231173023187,Public,Piscataquis,9 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,2098,2023-2024,07-12,231173023187,Public,Piscataquis,9 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,2098,2022-2023,07-12,231173023187,Public,Piscataquis,9 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,2098,2021-2022,07-12,231173023187,Public,Piscataquis,9 Campus Drive,Guilford
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,2098,2020-2021,07-12,231173023187,Public,Piscataquis,9 Campus Drive,Guilford
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2024-2025,PK-12,231062000337,Public,Somerset,606 Main Street,Jackman
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2023-2024,KG-12,231062000337,Public,Somerset,606 Main Street,Jackman
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2022-2023,KG-12,231062000337,Public,Somerset,606 Main Street,Jackman
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2021-2022,KG-12,231062000337,Public,Somerset,606 Main Street,Jackman
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2020-2021,KG-12,231062000337,Public,Somerset,606 Main Street,Jackman
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2019-2020,KG-12,231062000337,Public,Somerset,606 Main Street,Jackman
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2018-2019,KG-12,231062000337,Public,Somerset,606 Main Street,Jackman
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2017-2018,KG-12,231062000337,Public,Somerset,606 Main Street,Jackman
RSU 83/MSAD 13,628,Moscow Elementary,1973,2024-2025,PK-04,231065023165,Public,Somerset,125 Canada RD,Bingham
RSU 83/MSAD 13,628,Moscow Elementary,1973,2023-2024,PK-04,231065023165,Public,Somerset,125 Canada RD,Bingham
RSU 83/MSAD 13,628,Moscow Elementary,1973,2022-2023,PK-04,231065023165,Public,Somerset,125 Canada RD,Bingham
RSU 83/MSAD 13,628,Moscow Elementary,1973,2021-2022,PK-04,231065023165,Public,Somerset,125 Canada RD,Bingham
RSU 83/MSAD 13,628,Moscow Elementary,1973,2020-2021,PK-04,231065023165,Public,Somerset,125 Canada RD,Bingham
RSU 83/MSAD 13,628,Moscow Elementary,1973,2019-2020,PK-04,231065023165,Public,Somerset,125 Canada RD,Bingham
RSU 83/MSAD 13,628,Moscow Elementary,1973,2018-2019,PR-03,231065023165,Public,Somerset,125 Canada RD,Bingham
RSU 83/MSAD 13,628,Moscow Elementary,1973,2017-2018,PR-03,231065023165,Public,Somerset,125 Canada RD,Bingham
RSU 83/MSAD 13,628,Quimby Middle School,629,2018-2019,04-06,231065000342,Public,Somerset,263 Main Street,Bingham
RSU 83/MSAD 13,628,Quimby Middle School,629,2017-2018,04-06,231065000342,Public,Somerset,263 Main Street,Bingham
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2024-2025,05-12,231065023166,Public,Somerset,110 Meadow ST,Bingham
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2023-2024,05-12,231065023166,Public,Somerset,110 Meadow ST,Bingham
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2022-2023,05-12,231065023166,Public,Somerset,110 Meadow ST,Bingham
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2021-2022,05-12,231065023166,Public,Somerset,110 Meadow ST,Bingham
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2020-2021,05-12,231065023166,Public,Somerset,110 Meadow ST,Bingham
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2019-2020,05-12,231065023166,Public,Somerset,110 Meadow ST,Bingham
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2018-2019,07-12,231065023166,Public,Somerset,110 Meadow ST,Bingham
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2017-2018,07-12,231065023166,Public,Somerset,110 Meadow ST,Bingham
RSU 84/MSAD 14,633,East Grand School,634,2024-2025,PK-12,231068000344,Public,Washington,31 Houlton Road,Danforth
RSU 84/MSAD 14,633,East Grand School,634,2023-2024,PK-12,231068000344,Public,Washington,31 Houlton Road,Danforth
RSU 84/MSAD 14,633,East Grand School,634,2022-2023,PK-12,231068000344,Public,Washington,31 Houlton Road,Danforth
RSU 84/MSAD 14,633,East Grand School,634,2021-2022,PK-12,231068000344,Public,Washington,31 Houlton Road,Danforth
RSU 84/MSAD 14,633,East Grand School,634,2020-2021,PK-12,231068000344,Public,Washington,31 Houlton Road,Danforth
RSU 84/MSAD 14,633,East Grand School,634,2019-2020,PK-12,231068000344,Public,Washington,31 Houlton road,Danforth
RSU 84/MSAD 14,633,East Grand School,634,2018-2019,PR-12,231068000344,Public,Washington,31 Houlton road,Danforth
RSU 84/MSAD 14,633,East Grand School,634,2017-2018,PR-12,231068000344,Public,Washington,31 Houlton road,Danforth
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2024-2025,PK-08,231083000365,Public,Washington,44 South Street,Lubec
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2023-2024,PK-08,231083000365,Public,Washington,44 South Street,Lubec
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2022-2023,PK-08,231083000365,Public,Washington,44 South Street,Lubec
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2021-2022,PK-08,231083000365,Public,Washington,44 South Street,Lubec
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2020-2021,PK-08,231083000365,Public,Washington,44 South Street,Lubec
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2019-2020,PK-08,231083000365,Public,Washington,44 South Street,Lubec
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2018-2019,PR-08,231083000365,Public,Washington,44 South Street,Lubec
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2017-2018,PR-08,231083000365,Public,Washington,44 South Street,Lubec
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2024-2025,PK-05,231089001052,Public,Aroostook,76 Brunswick Avenue,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2023-2024,PK-05,231089001052,Public,Aroostook,76 Brunswick Avenue,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2022-2023,PK-05,231089001052,Public,Aroostook,76 Brunswick Avenue,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2021-2022,PK-05,231089001052,Public,Aroostook,76 Brunswick Avenue,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2020-2021,PK-05,231089001052,Public,Aroostook,76 Brunswick Avenue,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2019-2020,PK-05,231089001052,Public,Aroostook,76 Brunswick Avenue,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2018-2019,PR-05,231089001052,Public,Aroostook,76 Brunswick Avenue,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2017-2018,PR-05,231089001052,Public,Aroostook,76 Brunswick Avenue,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2024-2025,06-12,231089000375,Public,Aroostook,28 High School Drive,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2023-2024,06-12,231089000375,Public,Aroostook,28 High School Drive Suite B,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2022-2023,06-12,231089000375,Public,Aroostook,28 High School Drive Suite B,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2021-2022,06-12,231089000375,Public,Aroostook,28 High School Drive Suite B,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2020-2021,06-12,231089000375,Public,Aroostook,28 High School Drive Suite B,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2019-2020,06-12,231089000375,Public,Aroostook,28 High School Drive Suite B,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2018-2019,06-12,231089000375,Public,Aroostook,28 High School Drive Suite B,Fort Fairfield
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2017-2018,06-12,231089000375,Public,Aroostook,28 High School Drive Suite A,Fort Fairfield
RSU 87/MSAD 23,681,Caravel Middle School,683,2024-2025,05-08,231098000390,Public,Penobscot,520 Irish Road,Carmel
RSU 87/MSAD 23,681,Caravel Middle School,683,2023-2024,05-08,231098000390,Public,Penobscot,520 Irish Road,Carmel
RSU 87/MSAD 23,681,Caravel Middle School,683,2022-2023,05-08,231098000390,Public,Penobscot,520 Irish Road,Carmel
RSU 87/MSAD 23,681,Caravel Middle School,683,2021-2022,05-08,231098000390,Public,Penobscot,520 Irish Road,Carmel
RSU 87/MSAD 23,681,Caravel Middle School,683,2020-2021,05-08,231098000390,Public,Penobscot,520 Irish Road,Carmel
RSU 87/MSAD 23,681,Caravel Middle School,683,2019-2020,05-08,231098000390,Public,Penobscot,520 Irish Road,Carmel
RSU 87/MSAD 23,681,Caravel Middle School,683,2018-2019,05-08,231098000390,Public,Penobscot,520 Irish Road,Carmel
RSU 87/MSAD 23,681,Caravel Middle School,683,2017-2018,06-08,231098000390,Public,Penobscot,520 Irish Road,Carmel
RSU 87/MSAD 23,681,Carmel Elementary School,682,2024-2025,PK-04,231098000391,Public,Penobscot,50 Plymouth Road,Carmel
RSU 87/MSAD 23,681,Carmel Elementary School,682,2023-2024,PK-04,231098000391,Public,Penobscot,50 Plymouth Road,Carmel
RSU 87/MSAD 23,681,Carmel Elementary School,682,2022-2023,PK-04,231098000391,Public,Penobscot,50 Plymouth Road,Carmel
RSU 87/MSAD 23,681,Carmel Elementary School,682,2021-2022,PK-04,231098000391,Public,Penobscot,50 Plymouth Road,Carmel
RSU 87/MSAD 23,681,Carmel Elementary School,682,2020-2021,PK-04,231098000391,Public,Penobscot,50 Plymouth Road,Carmel
RSU 87/MSAD 23,681,Carmel Elementary School,682,2019-2020,PK-04,231098000391,Public,Penobscot,50 Plymouth Road,Carmel
RSU 87/MSAD 23,681,Carmel Elementary School,682,2018-2019,PR-04,231098000391,Public,Penobscot,50 Plymouth Road,Carmel
RSU 87/MSAD 23,681,Carmel Elementary School,682,2017-2018,PR-05,231098000391,Public,Penobscot,50 Plymouth Road,Carmel
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2024-2025,PK-05,231098000353,Public,Penobscot,169 South Levant Road,Levant
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2023-2024,PK-05,231098000353,Public,Penobscot,169 South Levant Road,Levant
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2022-2023,PK-05,231098000353,Public,Penobscot,169 South Levant Road,Levant
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2021-2022,PK-05,231098000353,Public,Penobscot,169 South Levant Road,Levant
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2020-2021,PK-05,231098000353,Public,Penobscot,169 South Levant Road,Levant
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2019-2020,PK-05,231098000353,Public,Penobscot,169 South Levant Road,Levant
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2018-2019,PR-05,231098000353,Public,Penobscot,169 South Levant Road,Levant
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2017-2018,PR-05,231098000353,Public,Penobscot,169 South Levant Road,Levant
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2024-2025,09-12,231101000396,Public,Aroostook,169 Main Street,Van Buren
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2023-2024,09-12,231101000396,Public,Aroostook,169 Main Street,Van Buren
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2022-2023,09-12,231101000396,Public,Aroostook,169 Main Street Suite 102,Van Buren
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2021-2022,09-12,231101000396,Public,Aroostook,169 Main Street Suite 102,Van Buren
