district,district_id,school_name,school_id,year,number
RSU 55/MSAD 55,874,Sacopee Valley High Sch,877,2023-2024,0
RSU 55/MSAD 55,874,Sacopee Valley High Sch,877,2022-2023,0
RSU 55/MSAD 55,874,Sacopee Valley High Sch,877,2021-2022,0
RSU 55/MSAD 55,874,Sacopee Valley High Sch,877,2020-2021,0
RSU 55/MSAD 55,874,Sacopee Valley High Sch,877,2018-2019,0
RSU 55/MSAD 55,874,Sacopee Valley High Sch,877,2017-2018,0
RSU 55/MSAD 55,874,Sacopee Valley Middle School,881,2023-2024,0
RSU 55/MSAD 55,874,Sacopee Valley Middle School,881,2022-2023,0
RSU 55/MSAD 55,874,Sacopee Valley Middle School,881,2021-2022,0
RSU 55/MSAD 55,874,Sacopee Valley Middle School,881,2020-2021,0
RSU 55/MSAD 55,874,Sacopee Valley Middle School,881,2018-2019,0
RSU 55/MSAD 55,874,Sacopee Valley Middle School,881,2017-2018,0
RSU 56,1826,All Schools,  ,2023-2024,0
RSU 56,1826,All Schools,  ,2022-2023,0
RSU 56,1826,All Schools,  ,2021-2022,0
RSU 56,1826,All Schools,  ,2020-2021,0
RSU 56,1826,All Schools,  ,2019-2020,0
RSU 56,1826,All Schools,  ,2018-2019,0
RSU 56,1826,All Schools,  ,2017-2018,0
RSU 56,1826,Dirigo Elementary School,672,2023-2024,0
RSU 56,1826,Dirigo Elementary School,672,2022-2023,0
RSU 56,1826,Dirigo Elementary School,672,2021-2022,0
RSU 56,1826,Dirigo Elementary School,672,2020-2021,0
RSU 56,1826,Dirigo Elementary School,672,2019-2020,0
RSU 56,1826,Dirigo Elementary School,672,2018-2019,0
RSU 56,1826,Dirigo Elementary School,672,2017-2018,0
RSU 56,1826,Dirigo High School,670,2023-2024,0
RSU 56,1826,Dirigo High School,670,2022-2023,0
RSU 56,1826,Dirigo High School,670,2021-2022,0
RSU 56,1826,Dirigo High School,670,2020-2021,0
RSU 56,1826,Dirigo High School,670,2019-2020,0
RSU 56,1826,Dirigo High School,670,2018-2019,0
RSU 56,1826,Dirigo High School,670,2017-2018,0
RSU 56,1826,T W Kelly Dirigo Middle School,671,2023-2024,0
RSU 56,1826,T W Kelly Dirigo Middle School,671,2022-2023,0
RSU 56,1826,T W Kelly Dirigo Middle School,671,2021-2022,0
RSU 56,1826,T W Kelly Dirigo Middle School,671,2020-2021,0
RSU 56,1826,T W Kelly Dirigo Middle School,671,2018-2019,0
RSU 56,1826,T W Kelly Dirigo Middle School,671,2017-2018,0
RSU 57/MSAD 57,888,Alfred Elementary School,889,2023-2024,0
RSU 57/MSAD 57,888,Alfred Elementary School,889,2022-2023,0
RSU 57/MSAD 57,888,Alfred Elementary School,889,2021-2022,0
RSU 57/MSAD 57,888,Alfred Elementary School,889,2020-2021,0
RSU 57/MSAD 57,888,Alfred Elementary School,889,2018-2019,1
RSU 57/MSAD 57,888,Alfred Elementary School,889,2017-2018,0
RSU 57/MSAD 57,888,Line Elementary,890,2023-2024,0
RSU 57/MSAD 57,888,Line Elementary,890,2022-2023,0
RSU 57/MSAD 57,888,Line Elementary,890,2021-2022,0
RSU 57/MSAD 57,888,Line Elementary,890,2020-2021,0
RSU 57/MSAD 57,888,Line Elementary,890,2018-2019,0
RSU 57/MSAD 57,888,Line Elementary,890,2017-2018,0
RSU 57/MSAD 57,888,Lyman Elementary School,892,2023-2024,0
RSU 57/MSAD 57,888,Lyman Elementary School,892,2022-2023,0
RSU 57/MSAD 57,888,Lyman Elementary School,892,2021-2022,0
RSU 57/MSAD 57,888,Lyman Elementary School,892,2020-2021,0
RSU 57/MSAD 57,888,Lyman Elementary School,892,2018-2019,0
RSU 57/MSAD 57,888,Lyman Elementary School,892,2017-2018,0
RSU 57/MSAD 57,888,Massabesic High School,894,2023-2024,0
RSU 57/MSAD 57,888,Massabesic High School,894,2022-2023,0
RSU 57/MSAD 57,888,Massabesic High School,894,2021-2022,0
RSU 57/MSAD 57,888,Massabesic High School,894,2020-2021,0
RSU 57/MSAD 57,888,Massabesic High School,894,2018-2019,0
RSU 57/MSAD 57,888,Massabesic High School,894,2017-2018,0
RSU 57/MSAD 57,888,Massabesic Middle School,897,2023-2024,0
RSU 57/MSAD 57,888,Massabesic Middle School,897,2022-2023,0
RSU 57/MSAD 57,888,Massabesic Middle School,897,2021-2022,0
RSU 57/MSAD 57,888,Massabesic Middle School,897,2020-2021,0
RSU 57/MSAD 57,888,Massabesic Middle School,897,2018-2019,1
RSU 57/MSAD 57,888,Massabesic Middle School,897,2017-2018,0
RSU 57/MSAD 57,888,Shapleigh Memorial School,893,2023-2024,0
RSU 57/MSAD 57,888,Shapleigh Memorial School,893,2022-2023,0
RSU 57/MSAD 57,888,Shapleigh Memorial School,893,2021-2022,0
RSU 57/MSAD 57,888,Shapleigh Memorial School,893,2020-2021,0
RSU 57/MSAD 57,888,Shapleigh Memorial School,893,2018-2019,0
RSU 57/MSAD 57,888,Shapleigh Memorial School,893,2017-2018,0
RSU 57/MSAD 57,888,Waterboro Elementary School,896,2023-2024,1
RSU 57/MSAD 57,888,Waterboro Elementary School,896,2022-2023,0
RSU 57/MSAD 57,888,Waterboro Elementary School,896,2021-2022,0
RSU 57/MSAD 57,888,Waterboro Elementary School,896,2020-2021,0
RSU 57/MSAD 57,888,Waterboro Elementary School,896,2018-2019,0
RSU 57/MSAD 57,888,Waterboro Elementary School,896,2017-2018,0
RSU 58/MSAD 58,898,All Schools,  ,2023-2024,0
RSU 58/MSAD 58,898,All Schools,  ,2022-2023,0
RSU 58/MSAD 58,898,All Schools,  ,2021-2022,0
RSU 58/MSAD 58,898,All Schools,  ,2020-2021,0
RSU 58/MSAD 58,898,All Schools,  ,2019-2020,0
RSU 58/MSAD 58,898,All Schools,  ,2018-2019,0
RSU 58/MSAD 58,898,All Schools,  ,2017-2018,0
RSU 58/MSAD 58,898,Day Mountain Regional Middle School,2143,2023-2024,0
RSU 58/MSAD 58,898,Day Mountain Regional Middle School,2143,2022-2023,0
RSU 58/MSAD 58,898,Kingfield Elementary Sch,2141,2023-2024,0
RSU 58/MSAD 58,898,Kingfield Elementary Sch,2141,2022-2023,0
RSU 58/MSAD 58,898,Kingfield Elementary School,900,2021-2022,0
RSU 58/MSAD 58,898,Kingfield Elementary School,900,2020-2021,0
RSU 58/MSAD 58,898,Kingfield Elementary School,900,2019-2020,0
RSU 58/MSAD 58,898,Kingfield Elementary School,900,2018-2019,0
RSU 58/MSAD 58,898,Kingfield Elementary School,900,2017-2018,0
RSU 58/MSAD 58,898,Mt Abram Regional High School,904,2023-2024,0
RSU 58/MSAD 58,898,Mt Abram Regional High School,904,2022-2023,0
RSU 58/MSAD 58,898,Mt Abram Regional High School,904,2021-2022,0
RSU 58/MSAD 58,898,Mt Abram Regional High School,904,2020-2021,0
RSU 58/MSAD 58,898,Mt Abram Regional High School,904,2019-2020,0
RSU 58/MSAD 58,898,Mt Abram Regional High School,904,2018-2019,0
RSU 58/MSAD 58,898,Mt Abram Regional High School,904,2017-2018,0
RSU 58/MSAD 58,898,Phillips Elementary Sch,2142,2023-2024,0
RSU 58/MSAD 58,898,Phillips Elementary Sch,2142,2022-2023,0
RSU 58/MSAD 58,898,Phillips Elementary School,902,2021-2022,0
RSU 58/MSAD 58,898,Phillips Elementary School,902,2020-2021,0
RSU 58/MSAD 58,898,Phillips Elementary School,902,2019-2020,0
RSU 58/MSAD 58,898,Phillips Elementary School,902,2018-2019,0
RSU 58/MSAD 58,898,Phillips Elementary School,902,2017-2018,0
RSU 58/MSAD 58,898,Strong Elementary School,903,2021-2022,0
RSU 58/MSAD 58,898,Strong Elementary School,903,2020-2021,0
RSU 58/MSAD 58,898,Strong Elementary School,903,2019-2020,0
RSU 58/MSAD 58,898,Strong Elementary School,903,2018-2019,0
RSU 58/MSAD 58,898,Strong Elementary School,903,2017-2018,0
RSU 59/MSAD 59,905,All Schools,  ,2023-2024,0
RSU 59/MSAD 59,905,All Schools,  ,2022-2023,0
RSU 59/MSAD 59,905,All Schools,  ,2021-2022,0
RSU 59/MSAD 59,905,All Schools,  ,2020-2021,0
RSU 59/MSAD 59,905,All Schools,  ,2018-2019,0
RSU 59/MSAD 59,905,All Schools,  ,2017-2018,0
RSU 59/MSAD 59,905,Madison Area Memorial H S,909,2022-2023,0
RSU 59/MSAD 59,905,Madison Area Memorial H S,909,2021-2022,0
RSU 59/MSAD 59,905,Madison Area Memorial H S,909,2020-2021,0
RSU 59/MSAD 59,905,Madison Area Memorial H S,909,2018-2019,0
RSU 59/MSAD 59,905,Madison Area Memorial H S,909,2017-2018,0
RSU 59/MSAD 59,905,Madison Elementary School,911,2022-2023,0
RSU 59/MSAD 59,905,Madison Elementary School,911,2021-2022,0
RSU 59/MSAD 59,905,Madison Elementary School,911,2020-2021,0
RSU 59/MSAD 59,905,Madison Elementary School,911,2018-2019,0
RSU 59/MSAD 59,905,Madison Elementary School,911,2017-2018,0
RSU 59/MSAD 59,905,Madison Elementary School,2204,2023-2024,0
RSU 59/MSAD 59,905,Madison Jr/Sr High School,2202,2023-2024,0
RSU 59/MSAD 59,905,Madison Junior High School,910,2022-2023,0
RSU 59/MSAD 59,905,Madison Junior High School,910,2021-2022,0
RSU 59/MSAD 59,905,Madison Junior High School,910,2020-2021,0
RSU 59/MSAD 59,905,Madison Junior High School,910,2018-2019,0
RSU 59/MSAD 59,905,Madison Junior High School,910,2017-2018,0
RSU 59/MSAD 59,905,Main Street Middle School,2203,2023-2024,0
RSU 60/MSAD 60,913,All Schools,  ,2023-2024,0
RSU 60/MSAD 60,913,All Schools,  ,2022-2023,0
RSU 60/MSAD 60,913,All Schools,  ,2021-2022,0
RSU 60/MSAD 60,913,All Schools,  ,2020-2021,0
RSU 60/MSAD 60,913,All Schools,  ,2018-2019,1
RSU 60/MSAD 60,913,All Schools,  ,2017-2018,0
RSU 60/MSAD 60,913,Berwick Elementary Schools,921,2018-2019,0
RSU 60/MSAD 60,913,Berwick Elementary Schools,921,2017-2018,0
RSU 60/MSAD 60,913,Eric L Knowlton School,921,2023-2024,0
RSU 60/MSAD 60,913,Eric L Knowlton School,921,2022-2023,0
RSU 60/MSAD 60,913,Eric L Knowlton School,921,2021-2022,0
RSU 60/MSAD 60,913,Eric L Knowlton School,921,2020-2021,0
RSU 60/MSAD 60,913,Hanson School,2062,2023-2024,0
RSU 60/MSAD 60,913,Hanson School,2062,2022-2023,0
RSU 60/MSAD 60,913,Hanson School,2062,2021-2022,0
RSU 60/MSAD 60,913,Hanson School,2062,2020-2021,0
RSU 60/MSAD 60,913,Lebanon Elementary School,918,2023-2024,0
RSU 60/MSAD 60,913,Lebanon Elementary School,918,2022-2023,0
RSU 60/MSAD 60,913,Lebanon Elementary School,918,2021-2022,0
RSU 60/MSAD 60,913,Lebanon Elementary School,918,2020-2021,0
RSU 60/MSAD 60,913,Lebanon Elementary Schools,918,2018-2019,0
RSU 60/MSAD 60,913,Lebanon Elementary Schools,918,2017-2018,0
RSU 60/MSAD 60,913,Noble High School,920,2023-2024,0
RSU 60/MSAD 60,913,Noble High School,920,2022-2023,0
RSU 60/MSAD 60,913,Noble High School,920,2021-2022,0
RSU 60/MSAD 60,913,Noble High School,920,2020-2021,0
RSU 60/MSAD 60,913,Noble High School,920,2019-2020,0
RSU 60/MSAD 60,913,Noble High School,920,2018-2019,0
RSU 60/MSAD 60,913,Noble High School,920,2017-2018,0
RSU 60/MSAD 60,913,Noble Middle School,915,2023-2024,0
RSU 60/MSAD 60,913,Noble Middle School,915,2022-2023,0
RSU 60/MSAD 60,913,Noble Middle School,915,2021-2022,0
RSU 60/MSAD 60,913,Noble Middle School,915,2020-2021,0
RSU 60/MSAD 60,913,Noble Middle School,915,2018-2019,0
RSU 60/MSAD 60,913,Noble Middle School,915,2017-2018,0
RSU 60/MSAD 60,913,North Berwick Elementary School,919,2023-2024,0
RSU 60/MSAD 60,913,North Berwick Elementary School,919,2022-2023,0
RSU 60/MSAD 60,913,North Berwick Elementary School,919,2021-2022,0
RSU 60/MSAD 60,913,North Berwick Elementary School,919,2020-2021,0
RSU 60/MSAD 60,913,North Berwick Elementary Schools,919,2018-2019,1
RSU 60/MSAD 60,913,North Berwick Elementary Schools,919,2017-2018,0
RSU 60/MSAD 60,913,Vivian E Hussey School,2061,2023-2024,0
RSU 60/MSAD 60,913,Vivian E Hussey School,2061,2022-2023,0
RSU 60/MSAD 60,913,Vivian E Hussey School,2061,2021-2022,0
RSU 60/MSAD 60,913,Vivian E Hussey School,2061,2020-2021,0
RSU 61/MSAD 61,922,All Schools,  ,2023-2024,1
RSU 61/MSAD 61,922,All Schools,  ,2022-2023,0
RSU 61/MSAD 61,922,All Schools,  ,2021-2022,0
RSU 61/MSAD 61,922,All Schools,  ,2020-2021,0
RSU 61/MSAD 61,922,All Schools,  ,2018-2019,0
RSU 61/MSAD 61,922,All Schools,  ,2017-2018,0
RSU 61/MSAD 61,922,Crooked River Elementary,2113,2023-2024,0
RSU 61/MSAD 61,922,Crooked River Elementary,2113,2022-2023,0
RSU 61/MSAD 61,922,Crooked River Elementary,2113,2021-2022,0
RSU 61/MSAD 61,922,Lake Region High School,925,2023-2024,0
RSU 61/MSAD 61,922,Lake Region High School,925,2022-2023,0
RSU 61/MSAD 61,922,Lake Region High School,925,2021-2022,0
RSU 61/MSAD 61,922,Lake Region High School,925,2020-2021,0
RSU 61/MSAD 61,922,Lake Region High School,925,2019-2020,0
RSU 61/MSAD 61,922,Lake Region High School,925,2018-2019,0
RSU 61/MSAD 61,922,Lake Region High School,925,2017-2018,0
RSU 61/MSAD 61,922,Lake Region Middle School,926,2023-2024,1
RSU 61/MSAD 61,922,Lake Region Middle School,926,2022-2023,0
RSU 61/MSAD 61,922,Lake Region Middle School,926,2021-2022,0
RSU 61/MSAD 61,922,Lake Region Middle School,926,2020-2021,0
RSU 61/MSAD 61,922,Lake Region Middle School,926,2019-2020,0
RSU 61/MSAD 61,922,Lake Region Middle School,926,2018-2019,0
RSU 61/MSAD 61,922,Lake Region Middle School,926,2017-2018,0
RSU 61/MSAD 61,922,Sebago Elementary School,929,2017-2018,0
RSU 61/MSAD 61,922,Songo Locks School,927,2023-2024,0
RSU 61/MSAD 61,922,Songo Locks School,927,2022-2023,0
RSU 61/MSAD 61,922,Songo Locks School,927,2021-2022,0
RSU 61/MSAD 61,922,Songo Locks School,927,2020-2021,0
RSU 61/MSAD 61,922,Songo Locks School,927,2018-2019,0
RSU 61/MSAD 61,922,Songo Locks School,927,2017-2018,0
RSU 61/MSAD 61,922,Stevens Brook School,923,2023-2024,0
RSU 61/MSAD 61,922,Stevens Brook School,923,2022-2023,0
RSU 61/MSAD 61,922,Stevens Brook School,923,2021-2022,0
RSU 61/MSAD 61,922,Stevens Brook School,923,2020-2021,0
RSU 61/MSAD 61,922,Stevens Brook School,923,2019-2020,0
RSU 61/MSAD 61,922,Stevens Brook School,923,2018-2019,0
RSU 61/MSAD 61,922,Stevens Brook School,923,2017-2018,0
RSU 63/MSAD 63,932,All Schools,  ,2023-2024,0
RSU 63/MSAD 63,932,All Schools,  ,2022-2023,0
RSU 63/MSAD 63,932,All Schools,  ,2021-2022,0
RSU 63/MSAD 63,932,All Schools,  ,2020-2021,0
RSU 63/MSAD 63,932,All Schools,  ,2018-2019,0
RSU 63/MSAD 63,932,All Schools,  ,2017-2018,0
RSU 63/MSAD 63,932,Eddington School,933,2023-2024,0
RSU 63/MSAD 63,932,Eddington School,933,2022-2023,0
RSU 63/MSAD 63,932,Eddington School,933,2021-2022,0
RSU 63/MSAD 63,932,Eddington School,933,2020-2021,0
RSU 63/MSAD 63,932,Eddington School,933,2018-2019,0
RSU 63/MSAD 63,932,Eddington School,933,2017-2018,0
RSU 63/MSAD 63,932,Holbrook School,935,2023-2024,0
RSU 63/MSAD 63,932,Holbrook School,935,2022-2023,0
RSU 63/MSAD 63,932,Holbrook School,935,2021-2022,0
RSU 63/MSAD 63,932,Holbrook School,935,2020-2021,0
RSU 63/MSAD 63,932,Holbrook School,935,2018-2019,0
RSU 63/MSAD 63,932,Holbrook School,935,2017-2018,0
RSU 63/MSAD 63,932,Holden School,934,2023-2024,0
RSU 63/MSAD 63,932,Holden School,934,2022-2023,0
RSU 63/MSAD 63,932,Holden School,934,2021-2022,0
RSU 63/MSAD 63,932,Holden School,934,2020-2021,0
RSU 63/MSAD 63,932,Holden School,934,2018-2019,0
RSU 63/MSAD 63,932,Holden School,934,2017-2018,0
RSU 64/MSAD 64,936,All Schools,  ,2023-2024,0
RSU 64/MSAD 64,936,All Schools,  ,2022-2023,0
RSU 64/MSAD 64,936,All Schools,  ,2021-2022,0
RSU 64/MSAD 64,936,All Schools,  ,2020-2021,0
RSU 64/MSAD 64,936,All Schools,  ,2018-2019,0
RSU 64/MSAD 64,936,All Schools,  ,2017-2018,0
RSU 64/MSAD 64,936,Central Community Elementary School,1763,2023-2024,0
RSU 64/MSAD 64,936,Central Community Elementary School,1763,2022-2023,0
RSU 64/MSAD 64,936,Central Community Elementary School,1763,2021-2022,0
RSU 64/MSAD 64,936,Central Community Elementary School,1763,2020-2021,0
RSU 64/MSAD 64,936,Central Community Elementary School,1763,2018-2019,0
RSU 64/MSAD 64,936,Central Community Elementary School,1763,2017-2018,0
RSU 64/MSAD 64,936,Central High School,939,2023-2024,0
RSU 64/MSAD 64,936,Central High School,939,2022-2023,0
RSU 64/MSAD 64,936,Central High School,939,2021-2022,0
RSU 64/MSAD 64,936,Central High School,939,2020-2021,0
RSU 64/MSAD 64,936,Central High School,939,2018-2019,0
RSU 64/MSAD 64,936,Central High School,939,2017-2018,0
RSU 64/MSAD 64,936,Central Middle School,940,2023-2024,0
RSU 64/MSAD 64,936,Central Middle School,940,2022-2023,0
RSU 64/MSAD 64,936,Central Middle School,940,2021-2022,0
RSU 64/MSAD 64,936,Central Middle School,940,2020-2021,0
RSU 64/MSAD 64,936,Central Middle School,940,2018-2019,0
RSU 64/MSAD 64,936,Central Middle School,940,2017-2018,0
RSU 65/MSAD 65,944,All Schools,  ,2023-2024,0
RSU 65/MSAD 65,944,All Schools,  ,2022-2023,0
RSU 65/MSAD 65,944,All Schools,  ,2021-2022,0
RSU 65/MSAD 65,944,All Schools,  ,2017-2018,0
RSU 65/MSAD 65,944,Matinicus Elementary School,945,2021-2022,0
RSU 65/MSAD 65,944,Matinicus Elementary School,945,2017-2018,0
RSU 67,1469,All Schools,  ,2023-2024,0
RSU 67,1469,All Schools,  ,2022-2023,0
RSU 67,1469,All Schools,  ,2021-2022,0
RSU 67,1469,All Schools,  ,2020-2021,0
RSU 67,1469,All Schools,  ,2018-2019,0
RSU 67,1469,All Schools,  ,2017-2018,0
RSU 67,1469,Ella P Burr School,947,2023-2024,0
RSU 67,1469,Ella P Burr School,947,2022-2023,0
RSU 67,1469,Ella P Burr School,947,2021-2022,0
RSU 67,1469,Ella P Burr School,947,2020-2021,0
RSU 67,1469,Ella P Burr School,947,2018-2019,0
RSU 67,1469,Ella P Burr School,947,2017-2018,0
RSU 67,1469,Mattanawcook Academy,948,2023-2024,0
RSU 67,1469,Mattanawcook Academy,948,2022-2023,0
RSU 67,1469,Mattanawcook Academy,948,2021-2022,0
RSU 67,1469,Mattanawcook Academy,948,2020-2021,0
RSU 67,1469,Mattanawcook Academy,948,2019-2020,0
RSU 67,1469,Mattanawcook Academy,948,2018-2019,0
RSU 67,1469,Mattanawcook Academy,948,2017-2018,0
RSU 67,1469,Mattanawcook Jr High School,949,2023-2024,0
RSU 67,1469,Mattanawcook Jr High School,949,2022-2023,0
RSU 67,1469,Mattanawcook Jr High School,949,2021-2022,0
RSU 67,1469,Mattanawcook Jr High School,949,2020-2021,0
RSU 67,1469,Mattanawcook Jr High School,949,2018-2019,0
RSU 67,1469,Mattanawcook Jr High School,949,2017-2018,0
RSU 68/MSAD 68,951,All Schools,  ,2023-2024,0
RSU 68/MSAD 68,951,All Schools,  ,2022-2023,0
RSU 68/MSAD 68,951,All Schools,  ,2021-2022,0
RSU 68/MSAD 68,951,All Schools,  ,2020-2021,0
RSU 68/MSAD 68,951,All Schools,  ,2019-2020,0
RSU 68/MSAD 68,951,All Schools,  ,2018-2019,0
RSU 68/MSAD 68,951,All Schools,  ,2017-2018,0
RSU 68/MSAD 68,951,Se Do Mo Cha Elementary School,956,2023-2024,0
RSU 68/MSAD 68,951,Se Do Mo Cha Elementary School,956,2022-2023,0
RSU 68/MSAD 68,951,Se Do Mo Cha Elementary School,956,2021-2022,0
RSU 68/MSAD 68,951,Se Do Mo Cha Elementary School,956,2020-2021,0
RSU 68/MSAD 68,951,Se Do Mo Cha Elementary School,956,2019-2020,0
RSU 68/MSAD 68,951,Se Do Mo Cha Elementary School,956,2018-2019,0
RSU 68/MSAD 68,951,Se Do Mo Cha Elementary School,956,2017-2018,0
RSU 68/MSAD 68,951,Se Do Mo Cha Middle School,954,2023-2024,0
RSU 68/MSAD 68,951,Se Do Mo Cha Middle School,954,2022-2023,0
RSU 68/MSAD 68,951,Se Do Mo Cha Middle School,954,2021-2022,0
RSU 68/MSAD 68,951,Se Do Mo Cha Middle School,954,2020-2021,0
RSU 68/MSAD 68,951,Se Do Mo Cha Middle School,954,2019-2020,0
RSU 68/MSAD 68,951,Se Do Mo Cha Middle School,954,2018-2019,0
RSU 68/MSAD 68,951,Se Do Mo Cha Middle School,954,2017-2018,0
RSU 70/MSAD 70,957,All Schools,  ,2023-2024,0
RSU 70/MSAD 70,957,All Schools,  ,2022-2023,0
RSU 70/MSAD 70,957,All Schools,  ,2021-2022,0
RSU 70/MSAD 70,957,All Schools,  ,2020-2021,0
RSU 70/MSAD 70,957,All Schools,  ,2018-2019,0
RSU 70/MSAD 70,957,All Schools,  ,2017-2018,0
RSU 70/MSAD 70,957,Hodgdon Middle/High School,1769,2023-2024,0
RSU 70/MSAD 70,957,Hodgdon Middle/High School,1769,2022-2023,0
RSU 70/MSAD 70,957,Hodgdon Middle/High School,1769,2021-2022,0
RSU 70/MSAD 70,957,Hodgdon Middle/High School,1769,2020-2021,0
RSU 70/MSAD 70,957,Hodgdon Middle/High School,1769,2018-2019,0
RSU 70/MSAD 70,957,Hodgdon Middle/High School,1769,2017-2018,0
RSU 70/MSAD 70,957,Mill Pond School,958,2023-2024,0
RSU 70/MSAD 70,957,Mill Pond School,958,2022-2023,0
RSU 70/MSAD 70,957,Mill Pond School,958,2021-2022,0
RSU 70/MSAD 70,957,Mill Pond School,958,2020-2021,0
RSU 70/MSAD 70,957,Mill Pond School,958,2018-2019,0
RSU 70/MSAD 70,957,Mill Pond School,958,2017-2018,0
RSU 71,1733,All Schools,  ,2023-2024,0
RSU 71,1733,All Schools,  ,2022-2023,0
RSU 71,1733,All Schools,  ,2021-2022,0
RSU 71,1733,All Schools,  ,2020-2021,0
RSU 71,1733,All Schools,  ,2018-2019,0
RSU 71,1733,All Schools,  ,2017-2018,2
RSU 71,1733,Ames Elementary School,739,2023-2024,0
RSU 71,1733,Ames Elementary School,739,2022-2023,0
RSU 71,1733,Ames Elementary School,739,2021-2022,0
RSU 71,1733,Ames Elementary School,739,2020-2021,0
RSU 71,1733,Ames Elementary School,739,2018-2019,0
RSU 71,1733,Ames Elementary School,739,2017-2018,0
RSU 71,1733,Belfast Area High School,735,2023-2024,0
RSU 71,1733,Belfast Area High School,735,2022-2023,0
RSU 71,1733,Belfast Area High School,735,2021-2022,0
RSU 71,1733,Belfast Area High School,735,2020-2021,0
RSU 71,1733,Belfast Area High School,735,2018-2019,0
RSU 71,1733,Belfast Area High School,735,2017-2018,0
RSU 71,1733,Captain Albert W. Stevens School,742,2023-2024,0
RSU 71,1733,Captain Albert W. Stevens School,742,2022-2023,0
RSU 71,1733,Captain Albert W. Stevens School,742,2021-2022,0
RSU 71,1733,Captain Albert W. Stevens School,742,2020-2021,0
RSU 71,1733,Captain Albert W. Stevens School,742,2018-2019,0
RSU 71,1733,Captain Albert W. Stevens School,742,2017-2018,0
RSU 71,1733,East Belfast School,731,2018-2019,0
RSU 71,1733,East Belfast School,731,2017-2018,0
RSU 71,1733,East Belfast School,2096,2023-2024,0
RSU 71,1733,East Belfast School,2096,2022-2023,0
RSU 71,1733,East Belfast School,2096,2021-2022,0
RSU 71,1733,East Belfast School,2096,2020-2021,0
RSU 71,1733,Gladys Weymouth Elem School,737,2023-2024,0
RSU 71,1733,Gladys Weymouth Elem School,737,2022-2023,0
RSU 71,1733,Gladys Weymouth Elem School,737,2021-2022,0
RSU 71,1733,Gladys Weymouth Elem School,737,2020-2021,0
RSU 71,1733,Gladys Weymouth Elem School,737,2018-2019,0
RSU 71,1733,Gladys Weymouth Elem School,737,2017-2018,0
RSU 71,1733,Kermit S Nickerson School,740,2018-2019,0
RSU 71,1733,Kermit S Nickerson School,740,2017-2018,0
RSU 71,1733,Kermit S Nickerson School,2097,2023-2024,0
RSU 71,1733,Kermit S Nickerson School,2097,2022-2023,0
RSU 71,1733,Kermit S Nickerson School,2097,2021-2022,0
RSU 71,1733,Kermit S Nickerson School,2097,2020-2021,0
RSU 71,1733,Troy A Howard Middle School,736,2023-2024,0
RSU 71,1733,Troy A Howard Middle School,736,2022-2023,0
RSU 71,1733,Troy A Howard Middle School,736,2021-2022,0
RSU 71,1733,Troy A Howard Middle School,736,2020-2021,0
RSU 71,1733,Troy A Howard Middle School,736,2018-2019,0
RSU 71,1733,Troy A Howard Middle School,736,2017-2018,2
RSU 72/MSAD 72,969,All Schools,  ,2023-2024,0
RSU 72/MSAD 72,969,All Schools,  ,2022-2023,0
RSU 72/MSAD 72,969,All Schools,  ,2021-2022,0
RSU 72/MSAD 72,969,All Schools,  ,2020-2021,0
RSU 72/MSAD 72,969,All Schools,  ,2018-2019,0
RSU 72/MSAD 72,969,All Schools,  ,2017-2018,0
RSU 72/MSAD 72,969,Brownfield Denmark Elementary School,971,2023-2024,0
RSU 72/MSAD 72,969,Brownfield Denmark Elementary School,971,2022-2023,0
RSU 72/MSAD 72,969,Denmark Elementary School,971,2021-2022,0
RSU 72/MSAD 72,969,Denmark Elementary School,971,2020-2021,0
RSU 72/MSAD 72,969,Denmark Elementary School,971,2018-2019,0
RSU 72/MSAD 72,969,Denmark Elementary School,971,2017-2018,0
RSU 72/MSAD 72,969,Molly Ockett School,1953,2023-2024,0
RSU 72/MSAD 72,969,Molly Ockett School,1953,2022-2023,0
RSU 72/MSAD 72,969,Molly Ockett School,1953,2021-2022,0
RSU 72/MSAD 72,969,Molly Ockett School,1953,2020-2021,0
RSU 72/MSAD 72,969,Molly Ockett School,1953,2018-2019,0
RSU 72/MSAD 72,969,Molly Ockett School,1953,2017-2018,0
RSU 72/MSAD 72,969,New Suncook School,975,2023-2024,0
RSU 72/MSAD 72,969,New Suncook School,975,2022-2023,0
RSU 72/MSAD 72,969,New Suncook School,975,2021-2022,0
RSU 72/MSAD 72,969,New Suncook School,975,2020-2021,0
RSU 72/MSAD 72,969,New Suncook School,975,2018-2019,0
RSU 72/MSAD 72,969,New Suncook School,975,2017-2018,0
RSU 73,1498,All Schools,  ,2023-2024,0
RSU 73,1498,All Schools,  ,2022-2023,0
RSU 73,1498,All Schools,  ,2021-2022,0
RSU 73,1498,All Schools,  ,2020-2021,0
RSU 73,1498,All Schools,  ,2018-2019,1
RSU 73,1498,All Schools,  ,2017-2018,0
RSU 73,1498,Spruce Mountain Elementary School,1759,2023-2024,0
RSU 73,1498,Spruce Mountain Elementary School,1759,2022-2023,0
RSU 73,1498,Spruce Mountain Elementary School,1759,2021-2022,0
RSU 73,1498,Spruce Mountain Elementary School,1759,2020-2021,0
RSU 73,1498,Spruce Mountain Elementary School,1759,2018-2019,1
RSU 73,1498,Spruce Mountain Elementary School,1759,2017-2018,0
RSU 73,1498,Spruce Mountain High School,1652,2023-2024,0
